,date,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1737334800000000000,6,11,7,0,0,3,4,9,5,0,0,6,2,11,10,1,1,8,6,0,8,11,10,5,8,11,7,0,0,3,7,11,7,0,0,3
1,1737338400000000000,6,11,7,0,0,3,4,9,5,0,0,6,2,11,10,1,1,8,6,0,8,11,10,5,8,11,7,0,0,3,7,11,7,0,0,3
2,1737342000000000000,1,0,11,0,0,3,10,0,9,0,0,6,4,1,11,1,1,8,5,11,0,11,10,5,2,0,11,0,0,3,2,0,11,0,0,3
3,1737345600000000000,1,0,11,0,0,3,10,0,9,0,0,6,4,1,11,1,1,8,5,11,0,11,10,5,2,0,11,0,0,3,2,0,11,0,0,3
4,1737349200000000000,7,0,10,0,0,3,11,0,2,0,0,6,7,1,7,1,1,8,0,11,4,11,10,5,9,0,10,0,0,3,8,0,10,0,0,3
5,1737352800000000000,7,0,10,0,0,3,11,0,2,0,0,6,7,1,7,1,1,8,0,11,4,11,10,5,9,0,10,0,0,3,8,0,10,0,0,3
6,1737356400000000000,3,0,4,0,0,3,7,0,8,0,0,6,1,1,6,1,1,8,2,11,10,11,10,5,5,0,4,0,0,3,5,0,4,0,0,3
7,1737360000000000000,3,0,4,0,0,3,7,0,8,0,0,6,1,1,6,1,1,8,2,11,10,11,10,5,5,0,4,0,0,3,5,0,4,0,0,3
8,1737421200000000000,6,10,7,0,0,3,4,2,5,0,0,6,2,7,10,1,1,8,6,4,8,11,10,5,8,10,7,0,0,3,7,10,7,0,0,3
9,1737424800000000000,6,10,7,0,0,3,4,2,5,0,0,6,2,7,10,1,1,8,6,4,8,11,10,5,8,10,7,0,0,3,7,10,7,0,0,3
10,1737428400000000000,1,8,11,0,0,3,10,4,9,0,0,6,4,3,11,1,1,8,5,7,0,11,10,5,2,8,11,0,0,3,2,8,11,0,0,3
11,1737432000000000000,1,8,11,0,0,3,10,4,9,0,0,6,4,3,11,1,1,8,5,7,0,11,10,5,2,8,11,0,0,3,2,8,11,0,0,3
12,1737435600000000000,7,8,10,0,0,3,11,4,2,0,0,6,7,3,7,1,1,8,0,7,4,11,10,5,9,8,10,0,0,3,8,8,10,0,0,3
13,1737439200000000000,7,8,10,0,0,3,11,4,2,0,0,6,7,3,7,1,1,8,0,7,4,11,10,5,9,8,10,0,0,3,8,8,10,0,0,3
14,1737442800000000000,3,8,4,0,0,3,7,4,8,0,0,6,1,3,6,1,1,8,2,7,10,11,10,5,5,8,4,0,0,3,5,8,4,0,0,3
15,1737446400000000000,3,8,4,0,0,3,7,4,8,0,0,6,1,3,6,1,1,8,2,7,10,11,10,5,5,8,4,0,0,3,5,8,4,0,0,3
16,1737507600000000000,6,4,7,0,0,3,4,8,5,0,0,6,2,6,10,1,1,8,6,10,8,11,10,5,8,4,7,0,0,3,7,4,7,0,0,3
17,1737511200000000000,6,4,7,0,0,3,4,8,5,0,0,6,2,6,10,1,1,8,6,10,8,11,10,5,8,4,7,0,0,3,7,4,7,0,0,3
18,1737514800000000000,1,2,11,0,0,3,10,10,9,0,0,6,4,5,11,1,1,8,5,6,0,11,10,5,2,2,11,0,0,3,2,2,11,0,0,3
19,1737518400000000000,1,2,11,0,0,3,10,10,9,0,0,6,4,5,11,1,1,8,5,6,0,11,10,5,2,2,11,0,0,3,2,2,11,0,0,3
20,1737522000000000000,7,2,10,0,0,3,11,10,2,0,0,6,7,5,7,1,1,8,0,6,4,11,10,5,9,2,10,0,0,3,8,2,10,0,0,3
21,1737525600000000000,7,2,10,0,0,3,11,10,2,0,0,6,7,5,7,1,1,8,0,6,4,11,10,5,9,2,10,0,0,3,8,2,10,0,0,3
22,1737529200000000000,3,2,4,0,0,3,7,10,8,0,0,6,1,5,6,1,1,8,2,6,10,11,10,5,5,2,4,0,0,3,5,2,4,0,0,3
23,1737532800000000000,3,2,4,0,0,3,7,10,8,0,0,6,1,5,6,1,1,8,2,6,10,11,10,5,5,2,4,0,0,3,5,2,4,0,0,3
24,1737594000000000000,6,0,7,0,0,3,4,0,5,0,0,6,2,1,10,1,1,8,6,11,8,11,10,5,8,0,7,0,0,3,7,0,7,0,0,3
25,1737597600000000000,6,0,7,0,0,3,4,0,5,0,0,6,2,1,10,1,1,8,6,11,8,11,10,5,8,0,7,0,0,3,7,0,7,0,0,3
26,1737601200000000000,1,9,11,0,0,3,10,11,9,0,0,6,4,9,11,1,1,8,5,1,0,11,10,5,2,9,11,0,0,3,2,9,11,0,0,3
27,1737604800000000000,1,9,11,0,0,3,10,11,9,0,0,6,4,9,11,1,1,8,5,1,0,11,10,5,2,9,11,0,0,3,2,9,11,0,0,3
28,1737608400000000000,7,9,10,0,0,3,11,11,2,0,0,6,7,9,7,1,1,8,0,1,4,11,10,5,9,9,10,0,0,3,8,9,10,0,0,3
