,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
1886,9,6,2,3,3,0,0,5,4,2,2,11,0,2,6,5,4,11,0,2,6,5,4,11,9,6,2,3,3,0,9,6,2,3,3,0
8441,6,11,9,6,2,0,2,1,0,5,4,11,6,0,1,2,5,11,6,0,1,2,5,11,6,11,9,6,2,0,6,11,9,6,2,0
1339,7,8,1,7,3,9,8,10,9,3,2,0,5,7,9,8,4,1,5,7,9,8,4,1,7,8,1,7,3,9,7,8,1,7,3,9
13292,0,10,6,2,2,6,9,6,5,4,4,5,9,4,2,6,5,2,9,4,2,6,5,2,0,10,6,2,2,6,0,10,6,2,2,6
10897,0,1,3,3,8,0,9,9,2,2,0,11,9,9,5,5,1,11,9,9,5,5,1,11,0,1,3,3,8,0,0,1,3,3,8,0
11890,6,8,9,11,0,2,2,10,0,1,9,4,6,7,1,0,9,6,6,7,1,0,9,6,6,8,9,11,0,2,6,8,9,11,0,2
3623,1,2,8,6,4,0,7,4,10,5,6,11,7,6,7,2,3,11,7,6,7,2,3,11,1,2,8,6,4,0,1,2,8,6,4,0
6749,8,3,9,5,3,4,5,2,0,8,2,7,2,5,1,3,4,10,2,5,1,3,4,10,8,3,9,5,3,4,8,3,9,5,3,4
3595,6,3,9,10,4,9,2,2,0,6,6,0,6,5,1,4,3,1,6,5,1,4,3,1,6,3,9,10,4,9,6,3,9,10,4,9
1501,2,8,6,6,3,2,3,10,5,5,2,4,4,7,2,2,4,6,4,7,2,2,4,6,2,8,6,6,3,2,2,8,6,6,3,2
11416,5,2,0,2,8,11,4,4,11,4,0,1,1,6,11,6,1,0,1,6,11,6,1,0,5,2,0,2,8,11,5,2,0,2,8,11
2788,0,3,3,2,5,11,9,2,2,4,5,1,9,5,5,6,2,0,9,5,5,6,2,0,0,3,3,2,5,11,0,3,3,2,5,11
4501,5,5,2,2,1,6,4,8,4,4,7,5,1,3,6,6,8,2,1,3,6,6,8,2,5,5,2,2,1,6,5,5,2,2,1,6
9270,2,11,11,2,4,6,3,1,1,4,6,5,4,0,0,6,3,2,4,0,0,6,3,2,2,11,11,2,4,6,2,11,11,2,4,6
9221,8,2,3,2,4,6,5,4,2,4,6,5,2,6,5,6,3,2,2,6,5,6,3,2,8,2,3,2,4,6,8,2,3,2,4,6
9940,9,2,2,7,7,9,0,4,4,3,8,0,0,6,6,8,6,1,0,6,6,8,6,1,9,2,2,7,7,9,9,2,2,7,7,9
11737,8,8,3,10,0,9,5,10,2,6,9,0,2,7,5,4,9,1,2,7,5,4,9,1,8,8,3,10,0,9,8,8,3,10,0,9
9740,1,2,4,11,7,5,7,4,7,1,8,8,7,6,10,0,6,3,7,6,10,0,6,3,1,2,4,11,7,5,1,2,4,11,7,5
10241,1,8,4,1,7,8,7,10,7,9,8,10,7,7,10,9,6,7,7,7,10,9,6,7,1,8,4,1,7,8,1,8,4,1,7,8
5768,9,1,2,6,8,2,0,9,4,5,0,4,0,9,6,2,1,6,0,9,6,2,1,6,9,1,2,6,8,2,9,1,2,6,8,2
9594,4,4,5,0,7,6,6,7,8,11,8,5,8,10,3,11,6,2,8,10,3,11,6,2,4,4,5,0,7,6,4,4,5,0,7,6
11052,8,5,9,5,8,4,5,8,0,8,0,7,2,3,1,3,1,10,2,3,1,3,1,10,8,5,9,5,8,4,8,5,9,5,8,4
12119,5,8,2,7,0,8,4,10,4,3,9,10,1,7,6,8,9,7,1,7,6,8,9,7,5,8,2,7,0,8,5,8,2,7,0,8
4401,6,10,8,9,5,10,2,6,10,0,5,6,6,4,7,1,2,4,6,4,7,1,2,4,6,10,8,9,5,10,6,10,8,9,5,10
5379,4,11,5,0,8,6,6,1,8,11,0,5,8,0,3,11,1,2,8,0,3,11,1,2,4,11,5,0,8,6,4,11,5,0,8,6
10135,1,1,4,11,7,5,7,9,7,1,8,8,7,9,10,0,6,3,7,9,10,0,6,3,1,1,4,11,7,5,1,1,4,11,7,5
9910,0,7,3,7,7,9,9,3,2,3,8,0,9,8,5,8,6,1,9,8,5,8,6,1,0,7,3,7,7,9,0,7,3,7,7,9
12776,6,5,9,3,2,10,2,8,0,2,4,6,6,3,1,5,5,4,6,3,1,5,5,4,6,5,9,3,2,10,6,5,9,3,2,10
12055,8,10,3,4,0,5,5,6,2,7,9,8,2,4,5,10,9,3,2,4,5,10,9,3,8,10,3,4,0,5,8,10,3,4,0,5
6508,4,0,1,9,1,7,6,11,9,0,7,3,8,11,9,1,8,8,8,11,9,1,8,8,4,0,1,9,1,7,4,0,1,9,1,7
9880,5,5,0,7,7,9,4,8,11,3,8,0,1,3,11,8,6,1,1,3,11,8,6,1,5,5,0,7,7,9,5,5,0,7,7,9
7300,1,6,8,8,2,1,7,5,10,10,4,9,7,2,7,7,5,9,7,2,7,7,5,9,1,6,8,8,2,1,1,6,8,8,2,1
8216,7,7,7,7,2,8,8,3,3,3,4,10,5,8,8,8,5,7,5,8,8,8,5,7,7,7,7,7,2,8,7,7,7,7,2,8
9957,8,0,9,7,7,9,5,11,0,3,8,0,2,11,1,8,6,1,2,11,1,8,6,1,8,0,9,7,7,9,8,0,9,7,7,9
6087,0,10,3,7,8,9,9,6,2,3,0,0,9,4,5,8,1,1,9,4,5,8,1,1,0,10,3,7,8,9,0,10,3,7,8,9
11410,7,0,1,2,8,11,8,11,9,4,0,1,5,11,9,6,1,0,5,11,9,6,1,0,7,0,1,2,8,11,7,0,1,2,8,11
1472,6,5,8,6,3,2,2,8,10,5,2,4,6,3,7,2,4,6,6,3,7,2,4,6,6,5,8,6,3,2,6,5,8,6,3,2
12534,9,9,5,5,0,11,0,0,8,8,9,1,0,1,3,3,9,0,0,1,3,3,9,0,9,9,5,5,0,11,9,9,5,5,0,11
5597,7,10,1,7,8,9,8,6,9,3,0,0,5,4,9,8,1,1,5,4,9,8,1,1,7,10,1,7,8,9,7,10,1,7,8,9
6896,0,9,3,9,3,10,9,0,2,0,2,6,9,1,5,1,4,4,9,1,5,1,4,4,0,9,3,9,3,10,0,9,3,9,3,10
4521,2,2,11,2,1,6,3,4,1,4,7,5,4,6,0,6,8,2,4,6,0,6,8,2,2,2,11,2,1,6,2,2,11,2,1,6
5579,7,0,1,7,8,9,8,11,9,3,0,0,5,11,9,8,1,1,5,11,9,8,1,1,7,0,1,7,8,9,7,0,1,7,8,9
8955,0,2,6,8,4,1,9,4,5,10,6,9,9,6,2,7,3,9,9,6,2,7,3,9,0,2,6,8,4,1,0,2,6,8,4,1
3995,7,6,7,3,4,10,8,5,3,2,6,6,5,2,8,5,3,4,5,2,8,5,3,4,7,6,7,3,4,10,7,6,7,3,4,10
9480,4,6,5,8,7,7,6,5,8,10,8,3,8,2,3,7,6,8,8,2,3,7,6,8,4,6,5,8,7,7,4,6,5,8,7,7
3646,8,11,3,6,4,0,5,1,2,5,6,11,2,0,5,2,3,11,2,0,5,2,3,11,8,11,3,6,4,0,8,11,3,6,4,0
2210,6,6,8,9,5,10,2,5,10,0,5,6,6,2,7,1,2,4,6,2,7,1,2,4,6,6,8,9,5,10,6,6,8,9,5,10
578,4,2,1,0,6,3,6,4,9,11,3,2,8,6,9,11,7,5,8,6,9,11,7,5,4,2,1,0,6,3,4,2,1,0,6,3
1511,7,7,1,6,3,2,8,3,9,5,2,4,5,8,9,2,4,6,5,8,9,2,4,6,7,7,1,6,3,2,7,7,1,6,3,2
8839,2,0,11,2,4,6,3,11,1,4,6,5,4,11,0,6,3,2,4,11,0,6,3,2,2,0,11,2,4,6,2,0,11,2,4,6
12049,5,8,2,4,0,5,4,10,4,7,9,8,1,7,6,10,9,3,1,7,6,10,9,3,5,8,2,4,0,5,5,8,2,4,0,5
8278,7,4,7,3,2,10,8,7,3,2,4,6,5,10,8,5,5,4,5,10,8,5,5,4,7,4,7,3,2,10,7,4,7,3,2,10
9048,5,2,2,8,4,1,4,4,4,10,6,9,1,6,6,7,3,9,1,6,6,7,3,9,5,2,2,8,4,1,5,2,2,8,4,1
414,8,0,3,5,6,11,5,11,2,8,3,1,2,11,5,3,7,0,2,11,5,3,7,0,8,0,3,5,6,11,8,0,3,5,6,11
6627,6,4,8,2,3,11,2,7,10,4,2,1,6,10,7,6,4,0,6,10,7,6,4,0,6,4,8,2,3,11,6,4,8,2,3,11
12437,5,4,2,6,0,0,4,7,4,5,9,11,1,10,6,2,9,11,1,10,6,2,9,11,5,4,2,6,0,0,5,4,2,6,0,0
5614,7,1,1,7,8,9,8,9,9,3,0,0,5,9,9,8,1,1,5,9,9,8,1,1,7,1,1,7,8,9,7,1,1,7,8,9
4560,8,3,3,2,1,6,5,2,2,4,7,5,2,5,5,6,8,2,2,5,5,6,8,2,8,3,3,2,1,6,8,3,3,2,1,6
426,2,8,11,8,6,1,3,10,1,10,3,9,4,7,0,7,7,9,4,7,0,7,7,9,2,8,11,8,6,1,2,8,11,8,6,1
621,6,6,9,0,6,3,2,5,0,11,3,2,6,2,1,11,7,5,6,2,1,11,7,5,6,6,9,0,6,3,6,6,9,0,6,3
2094,5,6,0,1,3,8,4,5,11,9,2,10,1,2,11,9,4,7,1,2,11,9,4,7,5,6,0,1,3,8,5,6,0,1,3,8
4643,1,1,8,5,1,11,7,9,10,8,7,1,7,9,7,3,8,0,7,9,7,3,8,0,1,1,8,5,1,11,1,1,8,5,1,11
2380,2,1,6,2,5,11,3,9,5,4,5,1,4,9,2,6,2,0,4,9,2,6,2,0,2,1,6,2,5,11,2,1,6,2,5,11
