,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,6,2,1,4,8,1,4,10,1,8,10,1,2,5,0,6,8,0,6,6,9,10,1,9,8,2,1,4,9,1,7,2,1,4,8,1
1,6,2,1,4,8,1,4,10,1,8,10,1,2,5,0,6,8,0,6,6,9,10,1,9,8,2,1,4,9,1,7,2,1,4,8,1
2,1,3,6,4,8,1,10,6,3,8,10,1,4,8,4,6,8,0,5,5,2,10,1,9,2,3,6,4,9,1,2,3,6,4,8,1
3,1,3,6,4,8,1,10,6,3,8,10,1,4,8,4,6,8,0,5,5,2,10,1,9,2,3,6,4,9,1,2,3,6,4,8,1
4,7,3,7,4,8,1,11,6,5,8,10,1,7,8,10,6,8,0,0,5,8,10,1,9,9,3,7,4,9,1,8,3,7,4,8,1
5,7,3,7,4,8,1,11,6,5,8,10,1,7,8,10,6,8,0,0,5,8,10,1,9,9,3,7,4,9,1,8,3,7,4,8,1
6,3,3,11,4,8,1,7,6,9,8,10,1,1,8,11,6,8,0,2,5,0,10,1,9,5,3,11,4,9,1,5,3,11,4,8,1
7,3,3,11,4,8,1,7,6,9,8,10,1,1,8,11,6,8,0,2,5,0,10,1,9,5,3,11,4,9,1,5,3,11,4,8,1
8,6,9,1,4,8,1,4,11,1,8,10,1,2,9,0,6,8,0,6,1,9,10,1,9,8,9,1,4,9,1,7,9,1,4,8,1
9,6,9,1,4,8,1,4,11,1,8,10,1,2,9,0,6,8,0,6,1,9,10,1,9,8,9,1,4,9,1,7,9,1,4,8,1
10,1,1,6,4,8,1,10,1,3,8,10,1,4,0,4,6,8,0,5,9,2,10,1,9,2,1,6,4,9,1,2,1,6,4,8,1
11,1,1,6,4,8,1,10,1,3,8,10,1,4,0,4,6,8,0,5,9,2,10,1,9,2,1,6,4,9,1,2,1,6,4,8,1
12,7,1,7,4,8,1,11,1,5,8,10,1,7,0,10,6,8,0,0,9,8,10,1,9,9,1,7,4,9,1,8,1,7,4,8,1
13,7,1,7,4,8,1,11,1,5,8,10,1,7,0,10,6,8,0,0,9,8,10,1,9,9,1,7,4,9,1,8,1,7,4,8,1
14,3,1,11,4,8,1,7,1,9,8,10,1,1,0,11,6,8,0,2,9,0,10,1,9,5,1,11,4,9,1,5,1,11,4,8,1
15,3,1,11,4,8,1,7,1,9,8,10,1,1,0,11,6,8,0,2,9,0,10,1,9,5,1,11,4,9,1,5,1,11,4,8,1
16,6,5,1,4,8,1,4,7,1,8,10,1,2,2,0,6,8,0,6,3,9,10,1,9,8,5,1,4,9,1,7,5,1,4,8,1
17,6,5,1,4,8,1,4,7,1,8,10,1,2,2,0,6,8,0,6,3,9,10,1,9,8,5,1,4,9,1,7,5,1,4,8,1
18,1,6,6,4,8,1,10,3,3,8,10,1,4,4,4,6,8,0,5,2,2,10,1,9,2,6,6,4,9,1,2,6,6,4,8,1
19,1,6,6,4,8,1,10,3,3,8,10,1,4,4,4,6,8,0,5,2,2,10,1,9,2,6,6,4,9,1,2,6,6,4,8,1
20,7,6,7,4,8,1,11,3,5,8,10,1,7,4,10,6,8,0,0,2,8,10,1,9,9,6,7,4,9,1,8,6,7,4,8,1
21,7,6,7,4,8,1,11,3,5,8,10,1,7,4,10,6,8,0,0,2,8,10,1,9,9,6,7,4,9,1,8,6,7,4,8,1
22,3,6,11,4,8,1,7,3,9,8,10,1,1,4,11,6,8,0,2,2,0,10,1,9,5,6,11,4,9,1,5,6,11,4,8,1
