,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,6,8,1,5,8,4,7,7,9,3,7,10,2,3,0,2,3,6,3,4,1,7,4,8,2,2,11,4,2,5,9,10,9,8,10,7
1,6,8,1,5,8,4,7,7,9,3,7,10,2,3,0,2,3,6,3,4,1,7,4,8,2,2,11,4,2,5,9,10,9,8,10,7
2,1,5,6,5,8,4,6,3,2,3,7,10,4,2,4,2,3,6,8,7,3,7,4,8,7,4,7,4,2,5,4,8,5,8,10,7
3,1,5,6,5,8,4,6,3,2,3,7,10,4,2,4,2,3,6,8,7,3,7,4,8,7,4,7,4,2,5,4,8,5,8,10,7
4,7,5,7,5,8,4,1,3,8,3,7,10,7,2,10,2,3,6,9,7,5,7,4,8,0,4,6,4,2,5,0,8,3,8,10,7
5,7,5,7,5,8,4,1,3,8,3,7,10,7,2,10,2,3,6,9,7,5,7,4,8,0,4,6,4,2,5,0,8,3,8,10,7
6,3,5,11,5,8,4,3,3,0,3,7,10,1,2,11,2,3,6,6,7,9,7,4,8,4,4,1,4,2,5,7,8,1,8,10,7
7,3,5,11,5,8,4,3,3,0,3,7,10,1,2,11,2,3,6,6,7,9,7,4,8,4,4,1,4,2,5,7,8,1,8,10,7
8,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
9,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
10,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
11,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
12,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
13,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
