,time,date,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
314,1771548635019574000,1771548635019574000,0,11,6,8,2,1,10,0,2,7,6,9,1,11,4,3,5,0,0,9,3,4,10,1,8,1,7,2,8,11,10,1,5,10,4,9
315,1771807835019574000,1771807835019574000,0,0,6,8,2,1,10,11,2,7,6,9,1,1,4,3,5,0,0,0,3,4,10,1,8,9,7,2,8,11,10,11,5,10,4,9
316,1771894235019574000,1771894235019574000,0,8,6,8,2,1,10,7,2,7,6,9,1,3,4,3,5,0,0,4,3,4,10,1,8,2,7,2,8,11,10,10,5,10,4,9
317,1771980635019574000,1771980635019574000,0,2,6,8,2,1,10,6,2,7,6,9,1,5,4,3,5,0,0,10,3,4,10,1,8,8,7,2,8,11,10,4,5,10,4,9
318,1772067035019574000,1772067035019574000,0,9,6,8,2,1,10,1,2,7,6,9,1,9,4,3,5,0,0,11,3,4,10,1,8,0,7,2,8,11,10,0,5,10,4,9
319,1772153435019574000,1772153435019574000,0,5,6,8,2,1,10,3,2,7,6,9,1,2,4,3,5,0,0,7,3,4,10,1,8,4,7,2,8,11,10,8,5,10,4,9
320,1772412635019574000,1772412635019574000,0,6,6,8,2,1,10,2,2,7,6,9,1,4,4,3,5,0,0,3,3,4,10,1,8,7,7,2,8,11,10,5,5,10,4,9
321,1772499035019574000,1772499035019574000,0,7,6,8,2,1,10,8,2,7,6,9,1,10,4,3,5,0,0,5,3,4,10,1,8,6,7,2,8,11,10,3,5,10,4,9
322,1772585435019574000,1772585435019574000,0,11,6,8,2,1,10,0,2,7,6,9,1,11,4,3,5,0,0,9,3,4,10,1,8,1,7,2,8,11,10,1,5,10,4,9
323,1772671835019574000,1772671835019574000,0,10,6,8,2,1,10,4,2,7,6,9,1,7,4,3,5,0,0,2,3,4,10,1,8,3,7,2,8,11,10,6,5,10,4,9
324,1772758235019574000,1772758235019574000,0,4,6,4,2,5,10,10,2,10,6,3,1,6,4,6,5,2,0,8,3,8,10,7,8,5,7,5,8,4,10,7,5,7,4,8
325,1773017435019574000,1773017435019574000,0,2,6,4,2,5,10,6,2,10,6,3,1,5,4,6,5,2,0,10,3,8,10,7,8,8,7,5,8,4,10,4,5,7,4,8
326,1773103835019574000,1773103835019574000,0,9,6,4,2,5,10,1,2,10,6,3,1,9,4,6,5,2,0,11,3,8,10,7,8,0,7,5,8,4,10,0,5,7,4,8
327,1773190235019574000,1773190235019574000,0,5,6,4,2,5,10,3,2,10,6,3,1,2,4,6,5,2,0,7,3,8,10,7,8,4,7,5,8,4,10,8,5,7,4,8
328,1773276635019574000,1773276635019574000,0,3,6,4,2,5,10,5,2,10,6,3,1,8,4,6,5,2,0,6,3,8,10,7,8,10,7,5,8,4,10,2,5,7,4,8
329,1773363035019574000,1773363035019574000,0,1,6,4,2,5,10,9,2,10,6,3,1,0,4,6,5,2,0,1,3,8,10,7,8,11,7,5,8,4,10,9,5,7,4,8
330,1773622235019574000,1773622235019574000,0,11,6,4,2,5,10,0,2,10,6,3,1,11,4,6,5,2,0,9,3,8,10,7,8,1,7,5,8,4,10,1,5,7,4,8
331,1773708635019574000,1773708635019574000,0,10,6,4,2,5,10,4,2,10,6,3,1,7,4,6,5,2,0,2,3,8,10,7,8,3,7,5,8,4,10,6,5,7,4,8
332,1773795035019574000,1773795035019574000,0,4,6,4,2,5,10,10,2,10,6,3,1,6,4,6,5,2,0,8,3,8,10,7,8,5,7,5,8,4,10,7,5,7,4,8
333,1773881435019574000,1773881435019574000,0,0,6,4,2,5,10,11,2,10,6,3,1,1,4,6,5,2,0,0,3,8,10,7,8,9,7,5,8,4,10,11,5,7,4,8
334,1773967835019574000,1773967835019574000,0,8,6,4,2,5,10,7,2,10,6,3,1,3,4,6,5,2,0,4,3,8,10,7,8,2,7,5,8,4,10,10,5,7,4,8
335,1774227035019574000,1774227035019574000,0,5,6,2,2,6,10,3,2,6,6,2,1,2,4,5,5,4,0,7,3,10,10,3,8,4,7,8,8,7,10,8,5,4,4,5
336,1774313435019574000,1774313435019574000,0,3,6,2,2,6,10,5,2,6,6,2,1,8,4,5,5,4,0,6,3,10,10,3,8,10,7,8,8,7,10,2,5,4,4,5
337,1774399835019574000,1774399835019574000,0,1,6,2,2,6,10,9,2,6,6,2,1,0,4,5,5,4,0,1,3,10,10,3,8,11,7,8,8,7,10,9,5,4,4,5
338,1774486235019574000,1774486235019574000,0,6,6,2,2,6,10,2,2,6,6,2,1,4,4,5,5,4,0,3,3,10,10,3,8,7,7,8,8,7,10,5,5,4,4,5
339,1774572635019574000,1774572635019574000,0,7,6,2,2,6,10,8,2,6,6,2,1,10,4,5,5,4,0,5,3,10,10,3,8,6,7,8,8,7,10,3,5,4,4,5
340,1774831835019574000,1774831835019574000,0,4,6,2,2,6,10,10,2,6,6,2,1,6,4,5,5,4,0,8,3,10,10,3,8,5,7,8,8,7,10,7,5,4,4,5
341,1774918235019574000,1774918235019574000,0,0,6,2,2,6,10,11,2,6,6,2,1,1,4,5,5,4,0,0,3,10,10,3,8,9,7,8,8,7,10,11,5,4,4,5
342,1775004635019574000,1775004635019574000,0,8,6,2,2,6,10,7,2,6,6,2,1,3,4,5,5,4,0,4,3,10,10,3,8,2,7,8,8,7,10,10,5,4,4,5
343,1775091035019574000,1775091035019574000,0,2,6,2,2,6,10,6,2,6,6,2,1,5,4,5,5,4,0,10,3,10,10,3,8,8,7,8,8,7,10,4,5,4,4,5
344,1775177435019574000,1775177435019574000,0,9,6,2,2,6,10,1,2,6,6,2,1,9,4,5,5,4,0,11,3,10,10,3,8,0,7,8,8,7,10,0,5,4,4,5
345,1775436635019574000,1775436635019574000,0,1,6,0,2,3,10,9,2,11,6,5,1,0,4,1,5,8,0,1,3,0,10,6,8,11,7,9,8,10,10,9,5,11,4,2
346,1775523035019574000,1775523035019574000,0,6,6,0,2,3,10,2,2,11,6,5,1,4,4,1,5,8,0,3,3,0,10,6,8,7,7,9,8,10,10,5,5,11,4,2
347,1775609435019574000,1775609435019574000,0,7,6,0,2,3,10,8,2,11,6,5,1,10,4,1,5,8,0,5,3,0,10,6,8,6,7,9,8,10,10,3,5,11,4,2
348,1775695835019574000,1775695835019574000,0,11,6,0,2,3,10,0,2,11,6,5,1,11,4,1,5,8,0,9,3,0,10,6,8,1,7,9,8,10,10,1,5,11,4,2
349,1775782235019574000,1775782235019574000,0,10,6,0,2,3,10,4,2,11,6,5,1,7,4,1,5,8,0,2,3,0,10,6,8,3,7,9,8,10,10,6,5,11,4,2
350,1776041435019574000,1776041435019574000,0,8,6,0,2,3,10,7,2,11,6,5,1,3,4,1,5,8,0,4,3,0,10,6,8,2,7,9,8,10,10,10,5,11,4,2
351,1776127835019574000,1776127835019574000,0,2,6,0,2,3,10,6,2,11,6,5,1,5,4,1,5,8,0,10,3,0,10,6,8,8,7,9,8,10,10,4,5,11,4,2
352,1776214235019574000,1776214235019574000,0,9,6,0,2,3,10,1,2,11,6,5,1,9,4,1,5,8,0,11,3,0,10,6,8,0,7,9,8,10,10,0,5,11,4,2
353,1776300635019574000,1776300635019574000,0,5,6,0,2,3,10,3,2,11,6,5,1,2,4,1,5,8,0,7,3,0,10,6,8,4,7,9,8,10,10,8,5,11,4,2
354,1776387035019574000,1776387035019574000,0,3,6,0,2,3,10,5,2,11,6,5,1,8,4,1,5,8,0,6,3,0,10,6,8,10,7,9,8,10,10,2,5,11,4,2
355,1776646235019574000,1776646235019574000,0,7,6,0,2,3,10,8,2,11,6,5,1,10,4,1,5,8,0,5,3,0,10,6,8,6,7,9,8,10,10,3,5,11,4,2
356,1776732635019574000,1776732635019574000,0,11,6,9,2,7,10,0,2,1,6,8,1,11,4,9,5,10,0,9,3,11,10,5,8,1,7,0,8,6,10,1,5,0,4,3
357,1776819035019574000,1776819035019574000,0,10,6,9,2,7,10,4,2,1,6,8,1,7,4,9,5,10,0,2,3,11,10,5,8,3,7,0,8,6,10,6,5,0,4,3
358,1776905435019574000,1776905435019574000,0,4,6,9,2,7,10,10,2,1,6,8,1,6,4,9,5,10,0,8,3,11,10,5,8,5,7,0,8,6,10,7,5,0,4,3
359,1776991835019574000,1776991835019574000,0,0,6,9,2,7,10,11,2,1,6,8,1,1,4,9,5,10,0,0,3,11,10,5,8,9,7,0,8,6,10,11,5,0,4,3
360,1777251035019574000,1777251035019574000,0,9,6,9,2,7,10,1,2,1,6,8,1,9,4,9,5,10,0,11,3,11,10,5,8,0,7,0,8,6,10,0,5,0,4,3
361,1777337435019574000,1777337435019574000,0,5,6,9,2,7,10,3,2,1,6,8,1,2,4,9,5,10,0,7,3,11,10,5,8,4,7,0,8,6,10,8,5,0,4,3
362,1777423835019574000,1777423835019574000,0,3,6,9,2,7,10,5,2,1,6,8,1,8,4,9,5,10,0,6,3,11,10,5,8,10,7,0,8,6,10,2,5,0,4,3
363,1777510235019574000,1777510235019574000,0,1,6,9,2,7,10,9,2,1,6,8,1,0,4,9,5,10,0,1,3,11,10,5,8,11,7,0,8,6,10,9,5,0,4,3
364,1777596635019574000,1777596635019574000,0,6,6,9,2,7,10,2,2,1,6,8,1,4,4,9,5,10,0,3,3,11,10,5,8,7,7,0,8,6,10,5,5,0,4,3
365,1777855835019574000,1777855835019574000,0,10,6,9,2,7,10,4,2,1,6,8,1,7,4,9,5,10,0,2,3,11,10,5,8,3,7,0,8,6,10,6,5,0,4,3
366,1777942235019574000,1777942235019574000,0,4,6,9,2,7,10,10,2,1,6,8,1,6,4,9,5,10,0,8,3,11,10,5,8,5,7,0,8,6,10,7,5,0,4,3
367,1778028635019574000,1778028635019574000,0,0,6,8,2,1,10,11,2,7,6,9,1,1,4,3,5,0,0,0,3,4,10,1,8,9,7,2,8,11,10,11,5,10,4,9
368,1778115035019574000,1778115035019574000,0,8,6,8,2,1,10,7,2,7,6,9,1,3,4,3,5,0,0,4,3,4,10,1,8,2,7,2,8,11,10,10,5,10,4,9
369,1778201435019574000,1778201435019574000,0,2,6,8,2,1,10,6,2,7,6,9,1,5,4,3,5,0,0,10,3,4,10,1,8,8,7,2,8,11,10,4,5,10,4,9
370,1778460635019574000,1778460635019574000,0,3,6,8,2,1,10,5,2,7,6,9,1,8,4,3,5,0,0,6,3,4,10,1,8,10,7,2,8,11,10,2,5,10,4,9
371,1778547035019574000,1778547035019574000,0,1,6,8,2,1,10,9,2,7,6,9,1,0,4,3,5,0,0,1,3,4,10,1,8,11,7,2,8,11,10,9,5,10,4,9
372,1778633435019574000,1778633435019574000,0,6,6,8,2,1,10,2,2,7,6,9,1,4,4,3,5,0,0,3,3,4,10,1,8,7,7,2,8,11,10,5,5,10,4,9
373,1778719835019574000,1778719835019574000,0,7,6,8,2,1,10,8,2,7,6,9,1,10,4,3,5,0,0,5,3,4,10,1,8,6,7,2,8,11,10,3,5,10,4,9
374,1778806235019574000,1778806235019574000,0,11,6,8,2,1,10,0,2,7,6,9,1,11,4,3,5,0,0,9,3,4,10,1,8,1,7,2,8,11,10,1,5,10,4,9
375,1779065435019574000,1779065435019574000,0,0,6,8,2,1,10,11,2,7,6,9,1,1,4,3,5,0,0,0,3,4,10,1,8,9,7,2,8,11,10,11,5,10,4,9
376,1779151835019574000,1779151835019574000,0,8,6,8,2,1,10,7,2,7,6,9,1,3,4,3,5,0,0,4,3,4,10,1,8,2,7,2,8,11,10,10,5,10,4,9
377,1779238235019574000,1779238235019574000,0,2,6,8,2,1,10,6,2,7,6,9,1,5,4,3,5,0,0,10,3,4,10,1,8,8,7,2,8,11,10,4,5,10,4,9
378,1779324635019574000,1779324635019574000,0,9,6,8,2,1,10,1,2,7,6,9,1,9,4,3,5,0,0,11,3,4,10,1,8,0,7,2,8,11,10,0,5,10,4,9
379,1779411035019574000,1779411035019574000,0,5,6,5,2,11,10,3,2,3,6,0,1,2,4,2,5,11,0,7,3,7,10,9,8,4,7,4,8,1,10,8,5,8,4,1
380,1779670235019574000,1779670235019574000,0,6,6,5,2,11,10,2,2,3,6,0,1,4,4,2,5,11,0,3,3,7,10,9,8,7,7,4,8,1,10,5,5,8,4,1
381,1779756635019574000,1779756635019574000,0,7,6,5,2,11,10,8,2,3,6,0,1,10,4,2,5,11,0,5,3,7,10,9,8,6,7,4,8,1,10,3,5,8,4,1
382,1779843035019574000,1779843035019574000,0,11,6,5,2,11,10,0,2,3,6,0,1,11,4,2,5,11,0,9,3,7,10,9,8,1,7,4,8,1,10,1,5,8,4,1
383,1779929435019574000,1779929435019574000,0,10,6,5,2,11,10,4,2,3,6,0,1,7,4,2,5,11,0,2,3,7,10,9,8,3,7,4,8,1,10,6,5,8,4,1
384,1780015835019574000,1780015835019574000,0,4,6,5,2,11,10,10,2,3,6,0,1,6,4,2,5,11,0,8,3,7,10,9,8,5,7,4,8,1,10,7,5,8,4,1
385,1780275035019574000,1780275035019574000,0,2,6,5,2,11,10,6,2,3,6,0,1,5,4,2,5,11,0,10,3,7,10,9,8,8,7,4,8,1,10,4,5,8,4,1
386,1780361435019574000,1780361435019574000,0,9,6,5,2,11,10,1,2,3,6,0,1,9,4,2,5,11,0,11,3,7,10,9,8,0,7,4,8,1,10,0,5,8,4,1
387,1780447835019574000,1780447835019574000,0,5,6,5,2,11,10,3,2,3,6,0,1,2,4,2,5,11,0,7,3,7,10,9,8,4,7,4,8,1,10,8,5,8,4,1
388,1780534235019574000,1780534235019574000,0,3,6,5,2,11,10,5,2,3,6,0,1,8,4,2,5,11,0,6,3,7,10,9,8,10,7,4,8,1,10,2,5,8,4,1
389,1780620635019574000,1780620635019574000,0,1,6,5,2,11,10,9,2,3,6,0,1,0,4,2,5,11,0,1,3,7,10,9,8,11,7,4,8,1,10,9,5,8,4,1
390,1780879835019574000,1780879835019574000,0,11,3,2,3,11,10,0,5,6,5,0,1,11,8,5,8,11,0,9,6,10,6,9,8,1,10,8,10,1,10,1,2,4,2,1
391,1780966235019574000,1780966235019574000,0,10,3,2,3,11,10,4,5,6,5,0,1,7,8,5,8,11,0,2,6,10,6,9,8,3,10,8,10,1,10,6,2,4,2,1
392,1781052635019574000,1781052635019574000,0,4,3,2,3,11,10,10,5,6,5,0,1,6,8,5,8,11,0,8,6,10,6,9,8,5,10,8,10,1,10,7,2,4,2,1
393,1781139035019574000,1781139035019574000,0,0,3,2,3,11,10,11,5,6,5,0,1,1,8,5,8,11,0,0,6,10,6,9,8,9,10,8,10,1,10,11,2,4,2,1
394,1781225435019574000,1781225435019574000,0,8,3,2,3,11,10,7,5,6,5,0,1,3,8,5,8,11,0,4,6,10,6,9,8,2,10,8,10,1,10,10,2,4,2,1
395,1781484635019574000,1781484635019574000,0,5,3,2,3,11,10,3,5,6,5,0,1,2,8,5,8,11,0,7,6,10,6,9,8,4,10,8,10,1,10,8,2,4,2,1
396,1781571035019574000,1781571035019574000,0,3,3,2,3,11,10,5,5,6,5,0,1,8,8,5,8,11,0,6,6,10,6,9,8,10,10,8,10,1,10,2,2,4,2,1
397,1781657435019574000,1781657435019574000,0,1,3,2,3,11,10,9,5,6,5,0,1,0,8,5,8,11,0,1,6,10,6,9,8,11,10,8,10,1,10,9,2,4,2,1
398,1781743835019574000,1781743835019574000,0,6,3,2,3,11,10,2,5,6,5,0,1,4,8,5,8,11,0,3,6,10,6,9,8,7,10,8,10,1,10,5,2,4,2,1
399,1781830235019574000,1781830235019574000,0,7,3,2,3,11,10,8,5,6,5,0,1,10,8,5,8,11,0,5,6,10,6,9,8,6,10,8,10,1,10,3,2,4,2,1
400,1782089435019574000,1782089435019574000,0,4,3,3,3,0,10,10,5,5,5,11,1,6,8,8,8,1,0,8,6,6,6,0,8,5,10,10,10,9,10,7,2,2,2,11
401,1782175835019574000,1782175835019574000,0,0,3,3,3,0,10,11,5,5,5,11,1,1,8,8,8,1,0,0,6,6,6,0,8,9,10,10,10,9,10,11,2,2,2,11
402,1782262235019574000,1782262235019574000,0,8,3,3,3,0,10,7,5,5,5,11,1,3,8,8,8,1,0,4,6,6,6,0,8,2,10,10,10,9,10,10,2,2,2,11
403,1782348635019574000,1782348635019574000,0,2,3,3,3,0,10,6,5,5,5,11,1,5,8,8,8,1,0,10,6,6,6,0,8,8,10,10,10,9,10,4,2,2,2,11
404,1782435035019574000,1782435035019574000,0,9,3,3,3,0,10,1,5,5,5,11,1,9,8,8,8,1,0,11,6,6,6,0,8,0,10,10,10,9,10,0,2,2,2,11
405,1782694235019574000,1782694235019574000,0,1,3,3,3,0,10,9,5,5,5,11,1,0,8,8,8,1,0,1,6,6,6,0,8,11,10,10,10,9,10,9,2,2,2,11
406,1782780635019574000,1782780635019574000,0,6,3,3,3,0,10,2,5,5,5,11,1,4,8,8,8,1,0,3,6,6,6,0,8,7,10,10,10,9,10,5,2,2,2,11
407,1782867035019574000,1782867035019574000,0,7,3,3,3,0,10,8,5,5,5,11,1,10,8,8,8,1,0,5,6,6,6,0,8,6,10,10,10,9,10,3,2,2,2,11
408,1782953435019574000,1782953435019574000,0,11,3,3,3,0,10,0,5,5,5,11,1,11,8,8,8,1,0,9,6,6,6,0,8,1,10,10,10,9,10,1,2,2,2,11
409,1783039835019574000,1783039835019574000,0,10,3,3,3,0,10,4,5,5,5,11,1,7,8,8,8,1,0,2,6,6,6,0,8,3,10,10,10,9,10,6,2,2,2,11
410,1783299035019574000,1783299035019574000,0,8,3,3,3,0,10,7,5,5,5,11,1,3,8,8,8,1,0,4,6,6,6,0,8,2,10,10,10,9,10,10,2,2,2,11
411,1783385435019574000,1783385435019574000,0,2,3,3,3,0,10,6,5,5,5,11,1,5,8,8,8,1,0,10,6,6,6,0,8,8,10,10,10,9,10,4,2,2,2,11
412,1783471835019574000,1783471835019574000,0,9,3,9,3,10,10,1,5,1,5,4,1,9,8,9,8,7,0,11,6,11,6,2,8,0,10,0,10,3,10,0,2,0,2,6
413,1783558235019574000,1783558235019574000,0,5,3,9,3,10,10,3,5,1,5,4,1,2,8,9,8,7,0,7,6,11,6,2,8,4,10,0,10,3,10,8,2,0,2,6
414,1783644635019574000,1783644635019574000,0,3,3,9,3,10,10,5,5,1,5,4,1,8,8,9,8,7,0,6,6,11,6,2,8,10,10,0,10,3,10,2,2,0,2,6
415,1783903835019574000,1783903835019574000,0,7,3,9,3,10,10,8,5,1,5,4,1,10,8,9,8,7,0,5,6,11,6,2,8,6,10,0,10,3,10,3,2,0,2,6
416,1783990235019574000,1783990235019574000,0,11,3,9,3,10,10,0,5,1,5,4,1,11,8,9,8,7,0,9,6,11,6,2,8,1,10,0,10,3,10,1,2,0,2,6
417,1784076635019574000,1784076635019574000,0,10,3,9,3,10,10,4,5,1,5,4,1,7,8,9,8,7,0,2,6,11,6,2,8,3,10,0,10,3,10,6,2,0,2,6
418,1784163035019574000,1784163035019574000,0,4,3,9,3,10,10,10,5,1,5,4,1,6,8,9,8,7,0,8,6,11,6,2,8,5,10,0,10,3,10,7,2,0,2,6
419,1784249435019574000,1784249435019574000,0,0,3,9,3,10,10,11,5,1,5,4,1,1,8,9,8,7,0,0,6,11,6,2,8,9,10,0,10,3,10,11,2,0,2,6
420,1784508635019574000,1784508635019574000,0,9,3,9,3,10,10,1,5,1,5,4,1,9,8,9,8,7,0,11,6,11,6,2,8,0,10,0,10,3,10,0,2,0,2,6
421,1784595035019574000,1784595035019574000,0,5,3,9,3,10,10,3,5,1,5,4,1,2,8,9,8,7,0,7,6,11,6,2,8,4,10,0,10,3,10,8,2,0,2,6
422,1784681435019574000,1784681435019574000,0,3,3,9,3,10,10,5,5,1,5,4,1,8,8,9,8,7,0,6,6,11,6,2,8,10,10,0,10,3,10,2,2,0,2,6
423,1784767835019574000,1784767835019574000,0,1,3,1,3,8,10,9,5,9,5,7,1,0,8,0,8,3,0,1,6,1,6,4,8,11,10,11,10,2,10,9,2,9,2,10
424,1784854235019574000,1784854235019574000,0,6,3,1,3,8,10,2,5,9,5,7,1,4,8,0,8,3,0,3,6,1,6,4,8,7,10,11,10,2,10,5,2,9,2,10
425,1785113435019574000,1785113435019574000,0,10,3,1,3,8,10,4,5,9,5,7,1,7,8,0,8,3,0,2,6,1,6,4,8,3,10,11,10,2,10,6,2,9,2,10
426,1785199835019574000,1785199835019574000,0,4,3,1,3,8,10,10,5,9,5,7,1,6,8,0,8,3,0,8,6,1,6,4,8,5,10,11,10,2,10,7,2,9,2,10
427,1785286235019574000,1785286235019574000,0,0,3,1,3,8,10,11,5,9,5,7,1,1,8,0,8,3,0,0,6,1,6,4,8,9,10,11,10,2,10,11,2,9,2,10
428,1785372635019574000,1785372635019574000,0,8,3,1,3,8,10,7,5,9,5,7,1,3,8,0,8,3,0,4,6,1,6,4,8,2,10,11,10,2,10,10,2,9,2,10
429,1785459035019574000,1785459035019574000,0,2,3,1,3,8,10,6,5,9,5,7,1,5,8,0,8,3,0,10,6,1,6,4,8,8,10,11,10,2,10,4,2,9,2,10
430,1785718235019574000,1785718235019574000,0,3,3,1,3,8,10,5,5,9,5,7,1,8,8,0,8,3,0,6,6,1,6,4,8,10,10,11,10,2,10,2,2,9,2,10
431,1785804635019574000,1785804635019574000,0,1,3,1,3,8,10,9,5,9,5,7,1,0,8,0,8,3,0,1,6,1,6,4,8,11,10,11,10,2,10,9,2,9,2,10
432,1785891035019574000,1785891035019574000,0,6,3,1,3,8,10,2,5,9,5,7,1,4,8,0,8,3,0,3,6,1,6,4,8,7,10,11,10,2,10,5,2,9,2,10
433,1785977435019574000,1785977435019574000,0,7,3,1,3,8,10,8,5,9,5,7,1,10,8,0,8,3,0,5,6,1,6,4,8,6,10,11,10,2,10,3,2,9,2,10
434,1786063835019574000,1786063835019574000,0,11,3,1,3,8,10,0,5,9,5,7,1,11,8,0,8,3,0,9,6,1,6,4,8,1,10,11,10,2,10,1,2,9,2,10
435,1786323035019574000,1786323035019574000,0,0,3,5,3,4,10,11,5,3,5,10,1,1,8,2,8,6,0,0,6,7,6,8,8,9,10,4,10,5,10,11,2,8,2,7
436,1786409435019574000,1786409435019574000,0,8,3,5,3,4,10,7,5,3,5,10,1,3,8,2,8,6,0,4,6,7,6,8,8,2,10,4,10,5,10,10,2,8,2,7
437,1786495835019574000,1786495835019574000,0,2,3,5,3,4,10,6,5,3,5,10,1,5,8,2,8,6,0,10,6,7,6,8,8,8,10,4,10,5,10,4,2,8,2,7
438,1786582235019574000,1786582235019574000,0,9,3,5,3,4,10,1,5,3,5,10,1,9,8,2,8,6,0,11,6,7,6,8,8,0,10,4,10,5,10,0,2,8,2,7
439,1786668635019574000,1786668635019574000,0,5,3,5,3,4,10,3,5,3,5,10,1,2,8,2,8,6,0,7,6,7,6,8,8,4,10,4,10,5,10,8,2,8,2,7
440,1786927835019574000,1786927835019574000,0,6,3,5,3,4,10,2,5,3,5,10,1,4,8,2,8,6,0,3,6,7,6,8,8,7,10,4,10,5,10,5,2,8,2,7
441,1787014235019574000,1787014235019574000,0,7,3,5,3,4,10,8,5,3,5,10,1,10,8,2,8,6,0,5,6,7,6,8,8,6,10,4,10,5,10,3,2,8,2,7
442,1787100635019574000,1787100635019574000,0,11,3,5,3,4,10,0,5,3,5,10,1,11,8,2,8,6,0,9,6,7,6,8,8,1,10,4,10,5,10,1,2,8,2,7
443,1787187035019574000,1787187035019574000,0,10,3,5,3,4,10,4,5,3,5,10,1,7,8,2,8,6,0,2,6,7,6,8,8,3,10,4,10,5,10,6,2,8,2,7
444,1787273435019574000,1787273435019574000,0,4,3,5,3,4,10,10,5,3,5,10,1,6,8,2,8,6,0,8,6,7,6,8,8,5,10,4,10,5,10,7,2,8,2,7
445,1787532635019574000,1787532635019574000,0,2,3,6,3,2,10,6,5,2,5,6,1,5,8,4,8,5,0,10,6,3,6,10,8,8,10,7,10,8,10,4,2,5,2,4
446,1787619035019574000,1787619035019574000,0,9,3,6,3,2,10,1,5,2,5,6,1,9,8,4,8,5,0,11,6,3,6,10,8,0,10,7,10,8,10,0,2,5,2,4
447,1787705435019574000,1787705435019574000,0,5,3,6,3,2,10,3,5,2,5,6,1,2,8,4,8,5,0,7,6,3,6,10,8,4,10,7,10,8,10,8,2,5,2,4
448,1787791835019574000,1787791835019574000,0,3,3,6,3,2,10,5,5,2,5,6,1,8,8,4,8,5,0,6,6,3,6,10,8,10,10,7,10,8,10,2,2,5,2,4
449,1787878235019574000,1787878235019574000,0,1,3,6,3,2,10,9,5,2,5,6,1,0,8,4,8,5,0,1,6,3,6,10,8,11,10,7,10,8,10,9,2,5,2,4
450,1788137435019574000,1788137435019574000,0,11,3,6,3,2,10,0,5,2,5,6,1,11,8,4,8,5,0,9,6,3,6,10,8,1,10,7,10,8,10,1,2,5,2,4
451,1788223835019574000,1788223835019574000,0,10,3,6,3,2,10,4,5,2,5,6,1,7,8,4,8,5,0,2,6,3,6,10,8,3,10,7,10,8,10,6,2,5,2,4
452,1788310235019574000,1788310235019574000,0,4,3,6,3,2,10,10,5,2,5,6,1,6,8,4,8,5,0,8,6,3,6,10,8,5,10,7,10,8,10,7,2,5,2,4
453,1788396635019574000,1788396635019574000,0,0,3,6,3,2,10,11,5,2,5,6,1,1,8,4,8,5,0,0,6,3,6,10,8,9,10,7,10,8,10,11,2,5,2,4
454,1788483035019574000,1788483035019574000,0,8,3,6,3,2,10,7,5,2,5,6,1,3,8,4,8,5,0,4,6,3,6,10,8,2,10,7,10,8,10,10,2,5,2,4
455,1788742235019574000,1788742235019574000,0,5,3,6,3,2,10,3,5,2,5,6,1,2,8,4,8,5,0,7,6,3,6,10,8,4,10,7,10,8,10,8,2,5,2,4
456,1788828635019574000,1788828635019574000,0,3,3,3,3,0,10,5,5,5,5,11,1,8,8,8,8,1,0,6,6,6,6,0,8,10,10,10,10,9,10,2,2,2,2,11
457,1788915035019574000,1788915035019574000,0,1,3,3,3,0,10,9,5,5,5,11,1,0,8,8,8,1,0,1,6,6,6,0,8,11,10,10,10,9,10,9,2,2,2,11
458,1789001435019574000,1789001435019574000,0,6,3,3,3,0,10,2,5,5,5,11,1,4,8,8,8,1,0,3,6,6,6,0,8,7,10,10,10,9,10,5,2,2,2,11
459,1789087835019574000,1789087835019574000,0,7,3,3,3,0,10,8,5,5,5,11,1,10,8,8,8,1,0,5,6,6,6,0,8,6,10,10,10,9,10,3,2,2,2,11
460,1789347035019574000,1789347035019574000,0,4,3,3,3,0,10,10,5,5,5,11,1,6,8,8,8,1,0,8,6,6,6,0,8,5,10,10,10,9,10,7,2,2,2,11
461,1789433435019574000,1789433435019574000,0,0,3,3,3,0,10,11,5,5,5,11,1,1,8,8,8,1,0,0,6,6,6,0,8,9,10,10,10,9,10,11,2,2,2,11
462,1789519835019574000,1789519835019574000,0,8,3,3,3,0,10,7,5,5,5,11,1,3,8,8,8,1,0,4,6,6,6,0,8,2,10,10,10,9,10,10,2,2,2,11
463,1789606235019574000,1789606235019574000,0,2,3,3,3,0,10,6,5,5,5,11,1,5,8,8,8,1,0,10,6,6,6,0,8,8,10,10,10,9,10,4,2,2,2,11
