,target
66,120.696
132,136.439
222,131.688
31,123.065
84,172.703
291,124.13
211,109.714
298,137.417
412,171.77
244,200.817
386,116.392
351,171.411
5,111.35
45,117.656
296,159.244
155,180.791
367,186.864
399,126.389
16,120.131
394,172.478
131,134.51
304,117.684
3,150.529
18,191.808
325,122.813
60,122.546
204,153.52
248,140.462
63,173.771
110,152.69
349,177.519
198,177.558
29,133.29
406,97.3823
210,164.849
208,160.253
26,172.651
7,120.386
321,185.384
297,187.032
108,165.488
101,132.696
250,161.027
398,196.409
118,117.968
114,166.787
137,169.865
374,153.93
283,187.274
332,110.359
379,147.479
312,179.732
342,156.616
152,140.744
384,133.555
109,157.192
181,174.989
194,148.11
388,169.834
168,163.436
83,168.65
407,195.29
377,166.569
74,170.431
203,189.395
119,164.24
223,162.38
335,160.364
402,176.744
234,192.974
354,160.691
334,139.669
172,141.591
327,187.55
305,166.447
36,189.145
139,103.985
311,129.917
177,176.251
424,136.604
227,155.309
59,125.267
111,160.164
420,138.555
199,157.799
6,120.282
307,104.785
404,181.05
158,156.563
150,163.427
10,173.298
286,138.931
103,108.281
81,113.317
284,158.356
266,128.871
167,109.878
400,110.895
238,118.427
246,104.086
192,140.594
371,131.429
89,121.985
220,159.611
163,133.566
196,171.024
147,153.855
2,194.135
92,169.361
69,162.371
228,177.69
123,129.389
96,191.285
143,167.835
323,141.106
346,117.269
97,176.352
261,200.654
68,109.088
23,113.944
37,194.158
144,144.161
122,98.8265
265,108.267
202,114.98
182,196.01
67,188.813
245,185.142
356,109.767
247,99.9644
397,106.912
338,154.987
225,127.01
125,159.67
146,141.143
378,118.836
86,142.712
358,115.229
219,161.063
396,197.703
360,155.278
231,181.557
277,136.341
322,167.335
183,134.302
253,101.189
302,142.616
401,184.559
301,188.361
129,109.814
38,175.086
11,139.634
320,202.384
185,104.502
289,174.067
271,182.248
112,134.301
179,104.395
383,185.854
355,117.234
287,175.867
278,180.552
117,162.271
393,150.641
405,101.27
410,135.166
381,179.59
233,182.821
387,151.12
365,133.259
164,181.454
136,200.562
197,121.036
258,134.212
232,131.666
115,119.835
120,150.533
224,192.352
395,146.584
285,178.257
127,121.199
352,146.528
107,125.107
316,170.123
133,133.773
310,194.756
44,111.622
392,133.756
65,162.165
85,148.327
242,165.265
186,98.5653
159,110.132
12,135.074
35,106.246
28,153.153
170,158.787
142,164.831
340,177.393
290,182.985
221,200.008
95,144.055
51,150.582
240,99.1434
318,177.584
324,182.919
178,145.716
41,185.765
331,196.109
206,117.349
282,175.391
254,161.322
353,181.144
4,159.132
256,120.303
382,163.739
100,170.499
226,184.063
364,128.685
213,142.878
171,107.099
98,197.079
292,188.957
215,168.642
61,171.509
47,163.006
32,153.839
267,130.089
200,159.946
380,172.319
27,196.057
333,164.893
230,118.433
260,155.699
288,124.631
162,140.783
362,155.206
138,140.305
62,116.767
135,107.854
128,136.279
8,180.024
326,118.468
64,107.892
300,174.687
14,134.885
156,111.424
40,147.401
391,177.639
370,152.088
216,107.867
279,181.87
369,190.579
337,133.664
236,144.561
207,172.099
212,183.661
295,126.318
389,194.484
251,114.887
416,170.266
390,137.419
303,131.778
269,176.112
201,101.194
161,124.046
43,179.282
217,170.32
190,186.128
309,159.605
259,155.836
105,168.468
53,105.395
1,137.261
411,143.744
49,144.479
80,204.566
205,123.229
34,167.76
263,157.022
366,152.834
91,154.43
339,173.292
52,112.417
345,161.79
264,190.125
241,111.141
13,154.288
315,121.926
88,172.705
273,148.482
166,188.938
328,106.932
419,193.644
134,120.481
306,148.756
409,176.124
319,130.447
243,113.766
54,147.196
363,127.939
50,164.479
174,192.365
189,124.022
423,138.875
187,112.765
169,157.574
58,109.693
48,189.424
344,156.333
235,107.525
252,112.149
21,197.545
313,198.134
160,126.174
276,129.42
191,140.606
385,111.001
293,125.821
343,109.225
257,162.11
308,156.865
149,129.75
130,100.029
151,138.585
359,173.713
99,128.101
372,177.803
87,128.914
330,108.711
214,192.436
121,185.07
425,118.919
20,142.196
188,131.854
71,158.922
106,104.626
270,171.109
348,137.105
102,126.811
