,date,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1705626000000000000,6,2,7,11,2,2,4,10,5,9,9,10,2,5,10,11,5,5,6,6,8,0,6,6,8,2,7,11,2,2,7,2,7,11,2,2
1,1705629600000000000,6,2,7,11,2,2,4,10,5,9,9,10,2,5,10,11,5,5,6,6,8,0,6,6,8,2,7,11,2,2,7,2,7,11,2,2
2,1705633200000000000,1,3,11,11,2,2,10,6,9,9,9,10,4,8,11,11,5,5,5,5,0,0,6,6,2,3,11,11,2,2,2,3,11,11,2,2
3,1705636800000000000,1,3,11,11,2,2,10,6,9,9,9,10,4,8,11,11,5,5,5,5,0,0,6,6,2,3,11,11,2,2,2,3,11,11,2,2
4,1705640400000000000,7,3,10,11,2,2,11,6,2,9,9,10,7,8,7,11,5,5,0,5,4,0,6,6,9,3,10,11,2,2,8,3,10,11,2,2
5,1705644000000000000,7,3,10,11,2,2,11,6,2,9,9,10,7,8,7,11,5,5,0,5,4,0,6,6,9,3,10,11,2,2,8,3,10,11,2,2
6,1705647600000000000,3,3,4,11,2,2,7,6,8,9,9,10,1,8,6,11,5,5,2,5,10,0,6,6,5,3,4,11,2,2,5,3,4,11,2,2
7,1705651200000000000,3,3,4,11,2,2,7,6,8,9,9,10,1,8,6,11,5,5,2,5,10,0,6,6,5,3,4,11,2,2,5,3,4,11,2,2
8,1705885200000000000,6,3,1,0,4,6,4,6,1,0,7,3,2,8,0,1,6,4,6,5,9,11,10,2,8,3,1,0,4,6,7,3,1,0,4,6
9,1705888800000000000,6,3,1,0,4,6,4,6,1,0,7,3,2,8,0,1,6,4,6,5,9,11,10,2,8,3,1,0,4,6,7,3,1,0,4,6
