,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus
10,2019-01-03 13:00:00+08:00,25023,25058,24876,25031,6219498,HSI,^HSI,9090350300521305901,2025-06-03 14:27:26.823168+08:00,癸未,乙卯,庚申,戊子,己卯,癸丑,戊申,甲戌,癸未,乙寅,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
11,2019-01-03 15:00:00+08:00,25032,25092,24993,25057,3387577,HSI,^HSI,10063243673186943586,2025-06-03 14:27:26.823168+08:00,甲申,乙卯,庚申,己丑,己卯,癸丑,戊申,甲戌,甲申,乙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
12,2019-01-03 17:00:00+08:00,25055,25081,25000,25033,1906840,HSI,^HSI,16680325274865452407,2025-06-03 14:27:26.823168+08:00,乙酉,乙卯,庚申,庚寅,己卯,癸丑,戊申,甲戌,乙酉,乙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
13,2019-01-03 19:00:00+08:00,25035,25112,24964,25094,2415450,HSI,^HSI,13558892775145345068,2025-06-03 14:27:26.823168+08:00,丙戌,乙卯,庚申,辛卯,己卯,癸丑,戊申,甲戌,丙戌,乙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
14,2019-01-03 21:00:00+08:00,25097,25177,25094,25119,4734698,HSI,^HSI,18219465508697914551,2025-06-03 14:27:26.823168+08:00,丁亥,乙卯,庚申,壬辰,己卯,癸丑,戊申,甲戌,丁亥,乙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
15,2019-01-03 23:00:00+08:00,25118,25153,25005,25110,3258110,HSI,^HSI,1962150793551342977,2025-06-03 14:27:26.823168+08:00,庚子,辛丑,丙午,乙巳,己卯,癸丑,戊申,甲戌,庚子,丙子,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
16,2019-01-04 09:00:00+08:00,24920,25412,24893,25410,8009952,HSI,^HSI,5090058770151055632,2025-06-03 14:27:26.823168+08:00,癸巳,辛丑,丙午,戊戌,己卯,癸丑,戊申,甲戌,癸巳,辛寅,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
17,2019-01-04 11:00:00+08:00,25410,25466,25357,25416,5849643,HSI,^HSI,9502027062693675579,2025-06-03 14:27:26.823168+08:00,甲午,丙辰,辛酉,己亥,己卯,癸丑,戊申,甲戌,甲午,辛卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
18,2019-01-04 13:00:00+08:00,25410,25564,25373,25551,5222100,HSI,^HSI,11132799845249907642,2025-06-03 14:27:26.823168+08:00,乙未,丙辰,辛酉,庚子,己卯,癸丑,戊申,甲戌,乙未,丙卯,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
19,2019-01-04 15:00:00+08:00,25552,25659,25535,25601,7267252,HSI,^HSI,16850576343205366079,2025-06-03 14:27:26.823168+08:00,丙申,丙辰,辛酉,辛丑,己卯,癸丑,戊申,甲戌,丙申,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
20,2019-01-04 17:00:00+08:00,25600,25767,25588,25666,1139876,HSI,^HSI,2795774307811703510,2025-06-03 14:27:26.823168+08:00,丁酉,丙辰,辛酉,壬寅,己卯,癸丑,戊申,甲戌,丁酉,丙辰,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
21,2019-01-04 19:00:00+08:00,25667,25715,25635,25657,7152906,HSI,^HSI,13650025367581154070,2025-06-03 14:27:26.823168+08:00,戊戌,丙辰,辛酉,癸卯,己卯,癸丑,戊申,甲戌,戊戌,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
22,2019-01-04 21:00:00+08:00,25655,25729,25594,25721,9236484,HSI,^HSI,12977672066119364242,2025-06-03 14:27:26.823168+08:00,己亥,丙辰,辛酉,甲辰,己卯,癸丑,戊申,甲戌,己亥,丙巳,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
23,2019-01-04 23:00:00+08:00,25720,25981,25679,25949,4307352,HSI,^HSI,4627929077623769597,2025-06-03 14:27:26.823168+08:00,壬子,壬寅,丁未,丁巳,己卯,癸丑,戊申,甲戌,壬子,丁丑,甲子,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
24,2019-01-07 09:00:00+08:00,26020,26098,25847,25927,8976699,HSI,^HSI,4156240764161684435,2025-06-03 14:27:26.823168+08:00,己巳,甲辰,己酉,甲戌,乙丑,癸丑,戊申,庚申,己巳,甲巳,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
25,2019-01-07 11:00:00+08:00,25927,25934,25773,25822,9684768,HSI,^HSI,11857493552969531800,2025-06-03 14:27:26.823168+08:00,庚午,己未,甲子,乙亥,乙丑,癸丑,戊申,庚申,庚午,甲午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
26,2019-01-07 13:00:00+08:00,25822,25886,25753,25806,2468873,HSI,^HSI,10175363846063642598,2025-06-03 14:27:26.823168+08:00,辛未,己未,甲子,丙子,乙丑,癸丑,戊申,庚申,辛未,己午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
27,2019-01-07 15:00:00+08:00,25805,25874,25785,25865,2226985,HSI,^HSI,6622505076390999427,2025-06-03 14:27:26.823168+08:00,壬申,己未,甲子,丁丑,乙丑,癸丑,戊申,庚申,壬申,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
28,2019-01-07 17:00:00+08:00,25835,25835,25734,25780,9147357,HSI,^HSI,14010699166176466040,2025-06-03 14:27:26.823168+08:00,癸酉,己未,甲子,戊寅,乙丑,癸丑,戊申,庚申,癸酉,己未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
29,2019-01-07 19:00:00+08:00,25779,25838,25753,25822,4767893,HSI,^HSI,6395015415134771662,2025-06-03 14:27:26.823168+08:00,甲戌,己未,甲子,己卯,乙丑,癸丑,戊申,庚申,甲戌,己申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
30,2019-01-07 21:00:00+08:00,25820,25833,25744,25819,8750884,HSI,^HSI,3283934506731644370,2025-06-03 14:27:26.823168+08:00,乙亥,己未,甲子,庚辰,乙丑,癸丑,戊申,庚申,乙亥,己申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
31,2019-01-07 23:00:00+08:00,25817,25903,25759,25896,8730103,HSI,^HSI,15394922254716980524,2025-06-03 14:27:26.823168+08:00,戊子,乙巳,庚戌,癸巳,乙丑,癸丑,戊申,庚申,戊子,庚辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
32,2019-01-08 09:00:00+08:00,25925,26006,25713,25932,4662708,HSI,^HSI,14145472885981318551,2025-06-03 14:27:26.823168+08:00,辛巳,乙巳,庚戌,丙戌,乙丑,癸丑,戊申,庚申,辛巳,乙午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
33,2019-01-08 11:00:00+08:00,25933,25976,25875,25945,8999305,HSI,^HSI,2946123719261273461,2025-06-03 14:27:26.823168+08:00,壬午,庚申,乙丑,丁亥,乙丑,癸丑,戊申,庚申,壬午,乙未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
34,2019-01-08 13:00:00+08:00,25945,25981,25793,25880,1004007,HSI,^HSI,8761369067616359439,2025-06-03 14:27:26.823168+08:00,癸未,庚申,乙丑,戊子,乙丑,癸丑,戊申,庚申,癸未,庚未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
35,2019-01-08 15:00:00+08:00,25881,25938,25833,25903,8616598,HSI,^HSI,5720739145806324817,2025-06-03 14:27:26.823168+08:00,甲申,庚申,乙丑,己丑,乙丑,癸丑,戊申,庚申,甲申,庚申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
36,2019-01-08 17:00:00+08:00,25917,25990,25915,25986,3510681,HSI,^HSI,11656677739762084473,2025-06-03 14:27:26.823168+08:00,乙酉,庚申,乙丑,庚寅,乙丑,癸丑,戊申,庚申,乙酉,庚申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
37,2019-01-08 19:00:00+08:00,25986,26058,25974,26044,7977232,HSI,^HSI,4103073661080189322,2025-06-03 14:27:26.823168+08:00,丙戌,庚申,乙丑,辛卯,乙丑,癸丑,戊申,庚申,丙戌,庚酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
38,2019-01-08 21:00:00+08:00,26044,26181,26028,26133,8851886,HSI,^HSI,3218018559494827982,2025-06-03 14:27:26.823168+08:00,丁亥,庚申,乙丑,壬辰,乙丑,癸丑,戊申,庚申,丁亥,庚酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
39,2019-01-08 23:00:00+08:00,26135,26167,26012,26055,3717028,HSI,^HSI,13439122142628256413,2025-06-03 14:27:26.823168+08:00,庚子,丙午,辛亥,乙巳,乙丑,癸丑,戊申,庚申,庚子,辛巳,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
40,2019-01-09 09:00:00+08:00,26179,26605,26168,26552,8940291,HSI,^HSI,4897596080210136340,2025-06-03 14:27:26.823168+08:00,癸巳,丙午,辛亥,戊戌,乙丑,癸丑,戊申,庚申,癸巳,丙未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
41,2019-01-09 11:00:00+08:00,26553,26571,26480,26571,3214269,HSI,^HSI,11293926056573041388,2025-06-03 14:27:26.823168+08:00,甲午,辛酉,丙寅,己亥,乙丑,癸丑,戊申,庚申,甲午,丙申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
42,2019-01-09 13:00:00+08:00,26571,26652,26436,26456,3125898,HSI,^HSI,1652439918753905131,2025-06-03 14:27:26.823168+08:00,乙未,辛酉,丙寅,庚子,乙丑,癸丑,戊申,庚申,乙未,辛申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
43,2019-01-09 15:00:00+08:00,26455,26522,26422,26515,8163844,HSI,^HSI,2253287140479190037,2025-06-03 14:27:26.823168+08:00,丙申,辛酉,丙寅,辛丑,乙丑,癸丑,戊申,庚申,丙申,辛酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
44,2019-01-09 17:00:00+08:00,26518,26613,26506,26536,8102961,HSI,^HSI,1946355528464169012,2025-06-03 14:27:26.823168+08:00,丁酉,辛酉,丙寅,壬寅,乙丑,癸丑,戊申,庚申,丁酉,辛酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
45,2019-01-09 19:00:00+08:00,26536,26548,26482,26541,4791912,HSI,^HSI,7379515981572150846,2025-06-03 14:27:26.823168+08:00,戊戌,辛酉,丙寅,癸卯,乙丑,癸丑,戊申,庚申,戊戌,辛戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
46,2019-01-09 21:00:00+08:00,26541,26629,26524,26603,6103345,HSI,^HSI,2285074640314850567,2025-06-03 14:27:26.823168+08:00,己亥,辛酉,丙寅,甲辰,乙丑,癸丑,戊申,庚申,己亥,辛戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
47,2019-01-09 23:00:00+08:00,26605,26628,26483,26577,1844672,HSI,^HSI,6901739932646948217,2025-06-03 14:27:26.823168+08:00,壬子,丁未,壬子,丁巳,乙丑,癸丑,戊申,庚申,壬子,壬午,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
48,2019-01-10 09:00:00+08:00,26389,26457,26228,26350,5887321,HSI,^HSI,16172893646541761480,2025-06-03 14:27:26.823168+08:00,乙巳,丁未,壬子,庚戌,乙丑,癸丑,戊申,庚申,乙巳,丁申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
49,2019-01-10 11:00:00+08:00,26349,26616,26337,26608,6139934,HSI,^HSI,15248840620703294548,2025-06-03 14:27:26.823168+08:00,丙午,壬戌,丁卯,辛亥,乙丑,癸丑,戊申,庚申,丙午,丁酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
50,2019-01-10 13:00:00+08:00,26607,26636,26414,26474,3785718,HSI,^HSI,13083647541848311236,2025-06-03 14:27:26.823168+08:00,丁未,壬戌,丁卯,壬子,乙丑,癸丑,戊申,庚申,丁未,壬酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
51,2019-01-10 15:00:00+08:00,26477,26550,26461,26470,3310177,HSI,^HSI,1746952930316807449,2025-06-03 14:27:26.823168+08:00,戊申,壬戌,丁卯,癸丑,乙丑,癸丑,戊申,庚申,戊申,壬戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
52,2019-01-10 17:00:00+08:00,26464,26575,26461,26528,7824646,HSI,^HSI,14316988104258164411,2025-06-03 14:27:26.823168+08:00,己酉,壬戌,丁卯,甲寅,乙丑,癸丑,戊申,庚申,己酉,壬戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
53,2019-01-10 19:00:00+08:00,26529,26565,26517,26554,4463532,HSI,^HSI,12309200333654455688,2025-06-03 14:27:26.823168+08:00,庚戌,壬戌,丁卯,乙卯,乙丑,癸丑,戊申,庚申,庚戌,壬亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
54,2019-01-10 21:00:00+08:00,26555,26588,26528,26563,9678517,HSI,^HSI,17430536195314956663,2025-06-03 14:27:26.823168+08:00,辛亥,壬戌,丁卯,丙辰,乙丑,癸丑,戊申,庚申,辛亥,壬亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
55,2019-01-10 23:00:00+08:00,26562,26699,26544,26678,4660998,HSI,^HSI,10019244218469290012,2025-06-03 14:27:26.823168+08:00,甲子,戊申,癸丑,己巳,乙丑,癸丑,戊申,庚申,甲子,癸未,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
56,2019-01-11 09:00:00+08:00,26746,26746,26512,26583,5731105,HSI,^HSI,9281220314435825867,2025-06-03 14:27:26.823168+08:00,丁巳,戊申,癸丑,壬戌,乙丑,癸丑,戊申,庚申,丁巳,戊酉,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
57,2019-01-11 11:00:00+08:00,26583,26618,26543,26606,8463326,HSI,^HSI,16297416299701196786,2025-06-03 14:27:26.823168+08:00,戊午,癸亥,戊辰,癸亥,乙丑,癸丑,戊申,庚申,戊午,戊戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
58,2019-01-11 13:00:00+08:00,26606,26697,26580,26692,8796047,HSI,^HSI,13679831881231839952,2025-06-03 14:27:26.823168+08:00,己未,癸亥,戊辰,甲子,乙丑,癸丑,戊申,庚申,己未,癸戌,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
59,2019-01-11 15:00:00+08:00,26693,26725,26646,26696,4622022,HSI,^HSI,4115640559194897415,2025-06-03 14:27:26.823168+08:00,庚申,癸亥,戊辰,乙丑,乙丑,癸丑,戊申,庚申,庚申,癸亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
60,2019-01-11 17:00:00+08:00,26706,26738,26659,26685,4423450,HSI,^HSI,6524392620458752743,2025-06-03 14:27:26.823168+08:00,辛酉,癸亥,戊辰,丙寅,乙丑,癸丑,戊申,庚申,辛酉,癸亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
61,2019-01-11 19:00:00+08:00,26688,26707,26622,26624,1864026,HSI,^HSI,15150227705596405171,2025-06-03 14:27:26.823168+08:00,壬戌,癸亥,戊辰,丁卯,乙丑,癸丑,戊申,庚申,壬戌,癸子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
62,2019-01-11 21:00:00+08:00,26624,26627,26551,26594,3767395,HSI,^HSI,17119134351328138575,2025-06-03 14:27:26.823168+08:00,癸亥,癸亥,戊辰,戊辰,乙丑,癸丑,戊申,庚申,癸亥,癸子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
63,2019-01-11 23:00:00+08:00,26593,26683,26582,26655,5074276,HSI,^HSI,8181309341229686894,2025-06-03 14:27:26.823168+08:00,丙子,己酉,甲寅,辛巳,乙丑,癸丑,戊申,庚申,丙子,甲申,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
64,2019-01-14 09:00:00+08:00,26595,26617,26248,26269,8636049,HSI,^HSI,8906291403009812864,2025-06-03 14:27:26.823168+08:00,癸巳,辛亥,丙辰,戊戌,乙丑,癸丑,戊申,庚申,癸巳,辛子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
65,2019-01-14 11:00:00+08:00,26268,26313,26164,26296,3488728,HSI,^HSI,2242981975570873649,2025-06-03 14:27:26.823168+08:00,甲午,丙寅,辛未,己亥,乙丑,癸丑,戊申,庚申,甲午,辛丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
66,2019-01-14 13:00:00+08:00,26296,26308,26220,26264,6367771,HSI,^HSI,11738772601017139610,2025-06-03 14:27:26.823168+08:00,乙未,丙寅,辛未,庚子,乙丑,癸丑,戊申,庚申,乙未,丙丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
67,2019-01-14 15:00:00+08:00,26265,26314,26241,26302,4874355,HSI,^HSI,16633898002105359408,2025-06-03 14:27:26.823168+08:00,丙申,丙寅,辛未,辛丑,乙丑,癸丑,戊申,庚申,丙申,丙寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
68,2019-01-14 17:00:00+08:00,26302,26350,26255,26280,5880020,HSI,^HSI,1475260492081022248,2025-06-03 14:27:26.823168+08:00,丁酉,丙寅,辛未,壬寅,乙丑,癸丑,戊申,庚申,丁酉,丙寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
69,2019-01-14 19:00:00+08:00,26281,26324,26254,26303,9762258,HSI,^HSI,16645088490357935243,2025-06-03 14:27:26.823168+08:00,戊戌,丙寅,辛未,癸卯,乙丑,癸丑,戊申,庚申,戊戌,丙卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
70,2019-01-14 21:00:00+08:00,26303,26372,26292,26351,9367849,HSI,^HSI,18282816230941821639,2025-06-03 14:27:26.823168+08:00,己亥,丙寅,辛未,甲辰,乙丑,癸丑,戊申,庚申,己亥,丙卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
71,2019-01-14 23:00:00+08:00,26351,26463,26343,26461,1034248,HSI,^HSI,13133977390919274407,2025-06-03 14:27:26.823168+08:00,壬子,壬子,丁巳,丁巳,乙丑,癸丑,戊申,庚申,壬子,丁亥,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
72,2019-01-15 09:00:00+08:00,26515,26744,26435,26737,9248642,HSI,^HSI,6573955311613128204,2025-06-03 14:27:26.823168+08:00,乙巳,壬子,丁巳,庚戌,乙丑,癸丑,戊申,庚申,乙巳,壬丑,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
73,2019-01-15 11:00:00+08:00,26738,26874,26738,26775,4780417,HSI,^HSI,18434678777435148158,2025-06-03 14:27:26.823168+08:00,丙午,丁卯,壬申,辛亥,乙丑,癸丑,戊申,庚申,丙午,壬寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
74,2019-01-15 13:00:00+08:00,26771,26843,26690,26835,3292216,HSI,^HSI,10644249478745958473,2025-06-03 14:27:26.823168+08:00,丁未,丁卯,壬申,壬子,乙丑,癸丑,戊申,庚申,丁未,丁寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
75,2019-01-15 15:00:00+08:00,26834,26834,26738,26752,4824194,HSI,^HSI,855767695269821982,2025-06-03 14:27:26.823168+08:00,戊申,丁卯,壬申,癸丑,乙丑,癸丑,戊申,庚申,戊申,丁卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
76,2019-01-15 17:00:00+08:00,26731,26744,26689,26717,1278260,HSI,^HSI,11236160628792041639,2025-06-03 14:27:26.823168+08:00,己酉,丁卯,壬申,甲寅,乙丑,癸丑,戊申,庚申,己酉,丁卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
77,2019-01-15 19:00:00+08:00,26717,26722,26596,26626,1688554,HSI,^HSI,10524137567874466064,2025-06-03 14:27:26.823168+08:00,庚戌,丁卯,壬申,乙卯,乙丑,癸丑,戊申,庚申,庚戌,丁辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
78,2019-01-15 21:00:00+08:00,26627,26749,26615,26712,6083593,HSI,^HSI,17365692234565774145,2025-06-03 14:27:26.823168+08:00,辛亥,丁卯,壬申,丙辰,乙丑,癸丑,戊申,庚申,辛亥,丁辰,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
79,2019-01-15 23:00:00+08:00,26716,26770,26629,26726,1866597,HSI,^HSI,13678253255979719712,2025-06-03 14:27:26.823168+08:00,甲子,癸丑,戊午,己巳,乙丑,癸丑,戊申,庚申,甲子,戊子,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
80,2019-01-16 09:00:00+08:00,26705,26865,26559,26793,9816223,HSI,^HSI,8992894833578313245,2025-06-03 14:27:26.823168+08:00,丁巳,癸丑,戊午,壬戌,乙丑,癸丑,戊申,庚申,丁巳,癸寅,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
81,2019-01-16 11:00:00+08:00,26794,26850,26773,26798,3039234,HSI,^HSI,8698471009152342038,2025-06-03 14:27:26.823168+08:00,戊午,戊辰,癸酉,癸亥,乙丑,癸丑,戊申,庚申,戊午,癸卯,甲辰,癸酉,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申
