,target
68,162.569
518,158.388
63,141.818
517,148.942
60,166.7
15,141.54
132,142.999
346,198.807
234,114.885
210,184.66
88,173.106
463,186.63
117,144.951
354,177.712
375,162.909
33,144.582
0,191.338
570,173.697
188,166.015
320,107.755
381,193.127
22,120.666
499,115.507
550,146.972
89,199.699
218,171.54
185,152.963
18,121.359
575,156.305
296,108.37
144,199.443
369,121.251
520,177.1
249,135.529
357,160.066
403,163.394
444,151.839
370,104.976
54,156.54
438,101.746
46,169.562
93,161.108
272,126.058
108,195.856
549,147.49
576,112.764
447,184.27
405,161.58
503,155.587
352,167.851
424,118.822
502,106.955
289,107.291
439,122.097
69,135.253
204,173.683
259,163.325
181,159.865
440,180.411
265,164.521
149,188.605
124,134.135
434,158.74
333,198.411
268,173.172
350,186.271
453,110.484
412,172.008
338,104.135
531,115.386
423,125.367
114,183.895
141,124.672
552,151.63
7,188.15
489,162.807
19,116.291
172,105.89
420,135.635
56,111.401
278,188.598
311,119.779
419,131.528
298,135.991
286,118.782
49,180.3
244,152.191
25,164.099
411,112.503
321,134.981
274,189.598
42,123.851
386,161.704
248,108.36
356,120.361
329,192.63
353,125.782
154,187.628
126,184.008
402,208.811
318,136.369
414,118.779
174,157.16
31,151.296
113,117.881
399,164.736
173,111.26
291,158.852
231,111.708
57,188.709
371,145.328
222,197.331
24,182.552
17,150.613
340,175.552
66,107.628
281,185.791
511,167.403
305,168.048
506,184.627
190,172.449
368,135.749
355,177.256
496,133.855
250,176.075
94,166.73
180,153.438
290,168.567
431,130.966
92,168.692
23,154.549
382,123
309,156.285
332,105.817
287,117.055
5,151.698
116,173.499
45,112.989
220,185.684
271,96.3222
456,106.663
433,121.764
16,161.592
48,144.742
556,194.387
529,98.7892
3,149.927
301,163.729
334,101.891
225,198.064
26,130.776
263,184.447
50,169.475
229,177.224
37,139.692
157,175.708
237,161.44
551,149.89
175,171.31
464,163.016
322,155.377
194,167.532
469,191.34
555,160.16
67,190.692
507,110.665
168,180.912
490,143.101
477,148.937
193,183.869
152,180.748
302,173.146
312,186.399
452,143.427
561,160.078
103,196.034
362,156.338
74,190.093
478,182.731
554,161.858
119,110.726
388,137.291
436,167.677
449,176.522
505,171.637
465,165.816
316,174.721
374,119.032
486,137.731
349,166.529
36,166.778
139,194.268
253,134.603
303,171.1
361,155.527
59,162.688
111,172.56
335,198.949
467,156.947
262,150.884
566,155.865
297,139.218
150,136.797
266,125.539
541,169.666
38,189.471
400,115.137
307,184.736
198,124.593
328,187.516
146,127.424
497,104.719
147,199.479
521,188.221
325,177.794
363,124.869
123,175.579
468,127.887
96,114.454
143,161.535
239,136.613
348,187.508
97,190.385
324,140.54
500,154.551
293,100.994
445,115.503
122,187.346
183,119.916
202,182.758
323,200.704
246,184.889
428,184.343
394,169.969
446,131.861
380,194.401
501,108.793
360,109.32
125,185.089
383,195.329
223,169.807
342,181.352
53,188.676
219,148.496
129,144.914
522,153.921
365,150.174
416,126.808
479,173.644
367,119.174
451,122.818
564,118.767
294,177
569,136.022
450,180.356
557,167.184
112,164.819
179,115.319
390,114.322
429,143.272
519,182.695
373,116.506
314,170.699
151,116.164
457,129.117
233,161.873
306,191.24
396,122.613
164,159.64
317,129.212
136,190.002
197,143.412
443,197.34
258,148.288
232,108.491
115,99.3916
120,146.722
442,163.187
376,173.452
384,140.625
224,102.853
527,157.817
425,134.615
347,146.629
127,104.029
567,176.116
285,158.521
532,164.232
43,185.428
107,140.61
470,170.918
558,159.631
133,161.479
512,169.32
44,120.888
169,137.92
65,113.064
283,185.344
85,123.283
242,114.922
186,124.819
487,104.843
159,112.839
12,151.276
35,171.89
28,126.719
170,111.732
142,111.733
509,140.858
432,152.175
462,112.144
221,148.63
523,172.415
95,172.584
51,193.973
240,112.667
472,111.912
351,190.249
481,192.791
178,110.073
495,180.796
41,162.205
533,153.243
559,177.219
206,109.635
392,102.553
282,118.631
358,192.466
397,153.014
254,142.039
217,173.168
4,150.33
256,119.361
542,179.031
430,125.168
100,163.46
226,182.484
448,182.067
526,182.578
213,144.274
359,182.774
171,115.563
98,149.062
292,154.069
215,176.414
61,159.929
406,188.905
47,105.737
32,171.768
417,151.609
267,150.924
327,106.532
200,106.619
134,143.12
27,168.283
493,136.667
230,170.415
260,161.26
378,120.794
288,106.478
418,110.239
162,150.093
391,171
524,179.884
138,180.96
62,111.903
471,196.677
135,163.962
128,118.915
560,133.771
8,175.844
326,133.16
344,174.655
64,192.127
300,162.358
14,100.097
156,105.782
40,137.84
492,127.278
379,169.169
187,181.33
547,164.967
216,155.652
409,104.078
279,113.033
52,107.505
530,175.895
337,131.016
236,137.689
207,201.384
212,171.7
295,183.545
545,168.985
543,102.551
251,165.446
568,150.781
461,139.368
455,147.917
574,183.848
269,190.145
201,157.243
161,115.893
401,147.551
476,193.048
105,126.108
389,155.854
1,113.536
537,112.341
80,138.105
205,112.763
34,105.929
508,137.966
427,164.637
454,169.635
366,161.198
91,165.118
339,132.203
345,189.479
241,148.903
13,183.306
315,172.993
387,165.608
273,171.963
166,160.331
571,106.141
484,193.267
562,169.231
504,155.249
243,174.961
189,135.397
475,159.808
510,132.905
58,148.981
474,199.164
252,182.549
21,142.066
313,192.047
459,161.827
160,159.975
276,138.518
191,143.158
385,123.649
413,101.038
491,166.977
343,153.772
308,104.038
130,159.512
99,120.022
372,193.206
87,180.963
458,137.652
330,188.036
214,114.783
466,168.315
121,112.336
20,151.863
71,99.8317
106,112.644
270,156.924
435,166.239
102,155.811
