,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date
0,2023-11-01 08:00:00+08:00,116.719,121.085,108.382,120.674,3101,HSI,^HSI,9698354382769914417,2025-06-02 15:37:05.997447+08:00
1,2023-11-02 08:00:00+08:00,188.468,197.198,185.693,191.338,1701,HSI,^HSI,9532103613692982264,2025-06-02 15:37:05.997447+08:00
2,2023-11-03 08:00:00+08:00,117.637,122.003,109.601,113.536,9716,HSI,^HSI,9340009157593960083,2025-06-02 15:37:05.997447+08:00
3,2023-11-04 08:00:00+08:00,116.678,121.528,109.242,117.531,4289,HSI,^HSI,16947966412910932728,2025-06-02 15:37:05.997447+08:00
4,2023-11-05 08:00:00+08:00,159.26,160.083,149.781,149.927,2974,HSI,^HSI,16923839701090774616,2025-06-02 15:37:05.997447+08:00
5,2023-11-06 08:00:00+08:00,147.145,156.097,146.532,150.33,5170,HSI,^HSI,10480890585469116248,2025-06-02 15:37:05.997447+08:00
6,2023-11-07 08:00:00+08:00,158.227,161.741,148.915,151.698,7588,HSI,^HSI,99663015953554604,2025-06-02 15:37:05.997447+08:00
7,2023-11-08 08:00:00+08:00,105.938,111.628,100.141,103.879,5367,HSI,^HSI,11788717078917751483,2025-06-02 15:37:05.997447+08:00
8,2023-11-09 08:00:00+08:00,186.342,191.64,178.825,188.15,7582,HSI,^HSI,11867291056424100727,2025-06-02 15:37:05.997447+08:00
9,2023-11-10 08:00:00+08:00,176.619,177.562,174.007,175.844,7823,HSI,^HSI,17676249300856795781,2025-06-02 15:37:05.997447+08:00
10,2023-11-11 08:00:00+08:00,168.871,174.82,165.73,171.286,6986,HSI,^HSI,3964464154795954143,2025-06-02 15:37:05.997447+08:00
11,2023-11-12 08:00:00+08:00,175.1,180.191,168.077,178.869,6485,HSI,^HSI,16635863907004460052,2025-06-02 15:37:05.997447+08:00
12,2023-11-13 08:00:00+08:00,118.133,119.75,111.794,114.181,7205,HSI,^HSI,17526442791931093852,2025-06-02 15:37:05.997447+08:00
13,2023-11-14 08:00:00+08:00,156.293,156.346,149.628,151.276,4335,HSI,^HSI,11372357188654282764,2025-06-02 15:37:05.997447+08:00
14,2023-11-15 08:00:00+08:00,178.096,183.901,173.373,183.306,1834,HSI,^HSI,4191101639634954647,2025-06-02 15:37:05.997447+08:00
15,2023-11-16 08:00:00+08:00,105.223,110.9,95.4548,100.097,8537,HSI,^HSI,11896997292908146233,2025-06-02 15:37:05.997447+08:00
16,2023-11-17 08:00:00+08:00,140.888,141.98,139.408,141.54,4731,HSI,^HSI,9264410167854294600,2025-06-02 15:37:05.997447+08:00
17,2023-11-18 08:00:00+08:00,168.641,169.676,160.856,161.592,7862,HSI,^HSI,14436022439850516798,2025-06-02 15:37:05.997447+08:00
18,2023-11-19 08:00:00+08:00,150.446,150.757,146.427,150.613,6544,HSI,^HSI,9711788182553770488,2025-06-02 15:37:05.997447+08:00
19,2023-11-20 08:00:00+08:00,121.365,123.125,114.725,121.359,4950,HSI,^HSI,10242078262582684259,2025-06-02 15:37:05.997447+08:00
20,2023-11-21 08:00:00+08:00,116.444,125.442,114.561,116.291,9767,HSI,^HSI,7453811319439609960,2025-06-02 15:37:05.997447+08:00
21,2023-11-22 08:00:00+08:00,152.877,154.124,144.129,151.863,4454,HSI,^HSI,12473854022760458447,2025-06-02 15:37:05.997447+08:00
22,2023-11-23 08:00:00+08:00,141.709,144.861,135.97,142.066,6081,HSI,^HSI,8054003365942134992,2025-06-02 15:37:05.997447+08:00
23,2023-11-24 08:00:00+08:00,120.801,121.728,120.236,120.666,2053,HSI,^HSI,12756278647922243108,2025-06-02 15:37:05.997447+08:00
24,2023-11-25 08:00:00+08:00,160.106,167.453,152.121,154.549,1664,HSI,^HSI,4293156824135455476,2025-06-02 15:37:05.997447+08:00
25,2023-11-26 08:00:00+08:00,188.633,194.854,181.376,182.552,7253,HSI,^HSI,4316045799973838266,2025-06-02 15:37:05.997447+08:00
26,2023-11-27 08:00:00+08:00,158.255,166.732,156.129,164.099,5101,HSI,^HSI,13007268337981527926,2025-06-02 15:37:05.997447+08:00
27,2023-11-28 08:00:00+08:00,129.132,137.986,122.81,130.776,8125,HSI,^HSI,11465716421425347932,2025-06-02 15:37:05.997447+08:00
28,2023-11-29 08:00:00+08:00,167.689,173.907,165.197,168.283,3024,HSI,^HSI,834982241918078200,2025-06-02 15:37:05.997447+08:00
29,2023-11-30 08:00:00+08:00,120.087,127.627,114.92,126.719,4481,HSI,^HSI,18037191875160350075,2025-06-02 15:37:05.997447+08:00
30,2023-12-01 08:00:00+08:00,149.131,150.293,140.055,140.376,7610,HSI,^HSI,7261973039198134688,2025-06-02 15:37:05.997447+08:00
31,2023-12-02 08:00:00+08:00,146.786,147.111,137.992,141.777,9431,HSI,^HSI,10897835565091032835,2025-06-02 15:37:05.997447+08:00
32,2023-12-03 08:00:00+08:00,147.326,152.826,138.899,151.296,3657,HSI,^HSI,10985762795539376163,2025-06-02 15:37:05.997447+08:00
33,2023-12-04 08:00:00+08:00,170.222,173.935,163.703,171.768,7219,HSI,^HSI,8296382045891431602,2025-06-02 15:37:05.997447+08:00
