,date,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1737334800000000000,6,11,7,0,0,3,7,0,8,11,10,5,2,11,10,1,1,8,3,9,5,0,0,6,2,1,6,9,9,10,9,1,3,11,10,2
1,1737338400000000000,6,11,7,0,0,3,7,0,8,11,10,5,2,11,10,1,1,8,3,9,5,0,0,6,2,1,6,9,9,10,9,1,3,11,10,2
2,1737342000000000000,1,0,11,0,0,3,6,11,0,11,10,5,4,1,11,1,1,8,8,0,9,0,0,6,7,9,1,9,9,10,4,11,1,11,10,2
3,1737345600000000000,1,0,11,0,0,3,6,11,0,11,10,5,4,1,11,1,1,8,8,0,9,0,0,6,7,9,1,9,9,10,4,11,1,11,10,2
4,1737349200000000000,7,0,10,0,0,3,1,11,4,11,10,5,7,1,7,1,1,8,9,0,2,0,0,6,0,9,3,9,9,10,0,11,6,11,10,2
5,1737352800000000000,7,0,10,0,0,3,1,11,4,11,10,5,7,1,7,1,1,8,9,0,2,0,0,6,0,9,3,9,9,10,0,11,6,11,10,2
6,1737356400000000000,3,0,4,0,0,3,3,11,10,11,10,5,1,1,6,1,1,8,6,0,8,0,0,6,4,9,5,9,9,10,7,11,7,11,10,2
7,1737360000000000000,3,0,4,0,0,3,3,11,10,11,10,5,1,1,6,1,1,8,6,0,8,0,0,6,4,9,5,9,9,10,7,11,7,11,10,2
8,1737421200000000000,6,10,7,0,0,3,7,4,8,11,10,5,2,7,10,1,1,8,3,2,5,0,0,6,2,3,6,9,9,10,9,6,3,11,10,2
9,1737424800000000000,6,10,7,0,0,3,7,4,8,11,10,5,2,7,10,1,1,8,3,2,5,0,0,6,2,3,6,9,9,10,9,6,3,11,10,2
10,1737428400000000000,1,8,11,0,0,3,6,7,0,11,10,5,4,3,11,1,1,8,8,4,9,0,0,6,7,2,1,9,9,10,4,10,1,11,10,2
11,1737432000000000000,1,8,11,0,0,3,6,7,0,11,10,5,4,3,11,1,1,8,8,4,9,0,0,6,7,2,1,9,9,10,4,10,1,11,10,2
12,1737435600000000000,7,8,10,0,0,3,1,7,4,11,10,5,7,3,7,1,1,8,9,4,2,0,0,6,0,2,3,9,9,10,0,10,6,11,10,2
13,1737439200000000000,7,8,10,0,0,3,1,7,4,11,10,5,7,3,7,1,1,8,9,4,2,0,0,6,0,2,3,9,9,10,0,10,6,11,10,2
14,1737442800000000000,3,8,4,0,0,3,3,7,10,11,10,5,1,3,6,1,1,8,6,4,8,0,0,6,4,2,5,9,9,10,7,10,7,11,10,2
15,1737446400000000000,3,8,4,0,0,3,3,7,10,11,10,5,1,3,6,1,1,8,6,4,8,0,0,6,4,2,5,9,9,10,7,10,7,11,10,2
16,1737507600000000000,6,4,7,0,0,3,7,10,8,11,10,5,2,6,10,1,1,8,3,8,5,0,0,6,2,5,6,9,9,10,9,7,3,11,10,2
17,1737511200000000000,6,4,7,0,0,3,7,10,8,11,10,5,2,6,10,1,1,8,3,8,5,0,0,6,2,5,6,9,9,10,9,7,3,11,10,2
18,1737514800000000000,1,2,11,0,0,3,6,6,0,11,10,5,4,5,11,1,1,8,8,10,9,0,0,6,7,8,1,9,9,10,4,4,1,11,10,2
19,1737518400000000000,1,2,11,0,0,3,6,6,0,11,10,5,4,5,11,1,1,8,8,10,9,0,0,6,7,8,1,9,9,10,4,4,1,11,10,2
20,1737522000000000000,7,2,10,0,0,3,1,6,4,11,10,5,7,5,7,1,1,8,9,10,2,0,0,6,0,8,3,9,9,10,0,4,6,11,10,2
21,1737525600000000000,7,2,10,0,0,3,1,6,4,11,10,5,7,5,7,1,1,8,9,10,2,0,0,6,0,8,3,9,9,10,0,4,6,11,10,2
22,1737529200000000000,3,2,4,0,0,3,3,6,10,11,10,5,1,5,6,1,1,8,6,10,8,0,0,6,4,8,5,9,9,10,7,4,7,11,10,2
23,1737532800000000000,3,2,4,0,0,3,3,6,10,11,10,5,1,5,6,1,1,8,6,10,8,0,0,6,4,8,5,9,9,10,7,4,7,11,10,2
24,1737594000000000000,6,0,7,0,0,3,7,11,8,11,10,5,2,1,10,1,1,8,3,0,5,0,0,6,2,9,6,9,9,10,9,11,3,11,10,2
25,1737597600000000000,6,0,7,0,0,3,7,11,8,11,10,5,2,1,10,1,1,8,3,0,5,0,0,6,2,9,6,9,9,10,9,11,3,11,10,2
26,1737601200000000000,1,9,11,0,0,3,6,1,0,11,10,5,4,9,11,1,1,8,8,11,9,0,0,6,7,0,1,9,9,10,4,0,1,11,10,2
27,1737604800000000000,1,9,11,0,0,3,6,1,0,11,10,5,4,9,11,1,1,8,8,11,9,0,0,6,7,0,1,9,9,10,4,0,1,11,10,2
28,1737608400000000000,7,9,10,0,0,3,1,1,4,11,10,5,7,9,7,1,1,8,9,11,2,0,0,6,0,0,3,9,9,10,0,0,6,11,10,2
29,1737612000000000000,7,9,10,0,0,3,1,1,4,11,10,5,7,9,7,1,1,8,9,11,2,0,0,6,0,0,3,9,9,10,0,0,6,11,10,2
30,1737615600000000000,3,9,4,0,0,3,3,1,10,11,10,5,1,9,6,1,1,8,6,11,8,0,0,6,4,0,5,9,9,10,7,0,7,11,10,2
31,1737619200000000000,3,9,4,0,0,3,3,1,10,11,10,5,1,9,6,1,1,8,6,11,8,0,0,6,4,0,5,9,9,10,7,0,7,11,10,2
32,1737680400000000000,6,8,7,0,0,3,7,7,8,11,10,5,2,3,10,1,1,8,3,4,5,0,0,6,2,2,6,9,9,10,9,10,3,11,10,2
33,1737684000000000000,6,8,7,0,0,3,7,7,8,11,10,5,2,3,10,1,1,8,3,4,5,0,0,6,2,2,6,9,9,10,9,10,3,11,10,2
34,1737687600000000000,1,5,11,0,0,3,6,3,0,11,10,5,4,2,11,1,1,8,8,7,9,0,0,6,7,4,1,9,9,10,4,8,1,11,10,2
35,1737691200000000000,1,5,11,0,0,3,6,3,0,11,10,5,4,2,11,1,1,8,8,7,9,0,0,6,7,4,1,9,9,10,4,8,1,11,10,2
36,1737694800000000000,7,5,10,0,0,3,1,3,4,11,10,5,7,2,7,1,1,8,9,7,2,0,0,6,0,4,3,9,9,10,0,8,6,11,10,2
37,1737698400000000000,7,5,10,0,0,3,1,3,4,11,10,5,7,2,7,1,1,8,9,7,2,0,0,6,0,4,3,9,9,10,0,8,6,11,10,2
38,1737702000000000000,3,5,4,0,0,3,3,3,10,11,10,5,1,2,6,1,1,8,6,7,8,0,0,6,4,4,5,9,9,10,7,8,7,11,10,2
39,1737705600000000000,3,5,4,0,0,3,3,3,10,11,10,5,1,2,6,1,1,8,6,7,8,0,0,6,4,4,5,9,9,10,7,8,7,11,10,2
40,1737939600000000000,6,5,7,0,0,3,7,3,8,11,10,5,2,2,10,1,1,8,3,7,5,0,0,6,2,4,6,9,9,10,9,8,3,11,10,2
41,1737943200000000000,6,5,7,0,0,3,7,3,8,11,10,5,2,2,10,1,1,8,3,7,5,0,0,6,2,4,6,9,9,10,9,8,3,11,10,2
42,1737946800000000000,1,6,11,0,0,3,6,2,0,11,10,5,4,4,11,1,1,8,8,3,9,0,0,6,7,7,1,9,9,10,4,5,1,11,10,2
