,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,6,0,7,2,5,6,7,11,8,6,3,2,2,1,10,5,2,4,3,0,5,10,7,3,2,9,6,8,4,7,9,11,3,4,8,5
1,6,0,7,2,5,6,7,11,8,6,3,2,2,1,10,5,2,4,3,0,5,10,7,3,2,9,6,8,4,7,9,11,3,4,8,5
2,1,9,11,2,5,6,6,1,0,6,3,2,4,9,11,5,2,4,8,11,9,10,7,3,7,0,1,8,4,7,4,0,1,4,8,5
3,1,9,11,2,5,6,6,1,0,6,3,2,4,9,11,5,2,4,8,11,9,10,7,3,7,0,1,8,4,7,4,0,1,4,8,5
4,7,9,10,2,5,6,1,1,4,6,3,2,7,9,7,5,2,4,9,11,2,10,7,3,0,0,3,8,4,7,0,0,6,4,8,5
5,7,9,10,2,5,6,1,1,4,6,3,2,7,9,7,5,2,4,9,11,2,10,7,3,0,0,3,8,4,7,0,0,6,4,8,5
6,3,9,4,2,5,6,3,1,10,6,3,2,1,9,6,5,2,4,6,11,8,10,7,3,4,0,5,8,4,7,7,0,7,4,8,5
7,3,9,4,2,5,6,3,1,10,6,3,2,1,9,6,5,2,4,6,11,8,10,7,3,4,0,5,8,4,7,7,0,7,4,8,5
8,6,8,7,2,5,6,7,7,8,6,3,2,2,3,10,5,2,4,3,4,5,10,7,3,2,2,6,8,4,7,9,10,3,4,8,5
9,6,8,7,2,5,6,7,7,8,6,3,2,2,3,10,5,2,4,3,4,5,10,7,3,2,2,6,8,4,7,9,10,3,4,8,5
10,1,5,11,2,5,6,6,3,0,6,3,2,4,2,11,5,2,4,8,7,9,10,7,3,7,4,1,8,4,7,4,8,1,4,8,5
11,1,5,11,2,5,6,6,3,0,6,3,2,4,2,11,5,2,4,8,7,9,10,7,3,7,4,1,8,4,7,4,8,1,4,8,5
12,7,5,10,2,5,6,1,3,4,6,3,2,7,2,7,5,2,4,9,7,2,10,7,3,0,4,3,8,4,7,0,8,6,4,8,5
13,7,5,10,2,5,6,1,3,4,6,3,2,7,2,7,5,2,4,9,7,2,10,7,3,0,4,3,8,4,7,0,8,6,4,8,5
14,3,5,4,2,5,6,3,3,10,6,3,2,1,2,6,5,2,4,6,7,8,10,7,3,4,4,5,8,4,7,7,8,7,4,8,5
15,3,5,4,2,5,6,3,3,10,6,3,2,1,2,6,5,2,4,6,7,8,10,7,3,4,4,5,8,4,7,7,8,7,4,8,5
16,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
17,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
18,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
19,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
20,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
21,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
22,3,3,4,2,5,6,3,5,10,6,3,2,1,8,6,5,2,4,6,6,8,10,7,3,4,10,5,8,4,7,7,2,7,4,8,5
23,3,3,4,2,5,6,3,5,10,6,3,2,1,8,6,5,2,4,6,6,8,10,7,3,4,10,5,8,4,7,7,2,7,4,8,5
24,6,9,7,2,5,6,7,1,8,6,3,2,2,9,10,5,2,4,3,11,5,10,7,3,2,0,6,8,4,7,9,0,3,4,8,5
25,6,9,7,2,5,6,7,1,8,6,3,2,2,9,10,5,2,4,3,11,5,10,7,3,2,0,6,8,4,7,9,0,3,4,8,5
26,1,1,11,2,5,6,6,9,0,6,3,2,4,0,11,5,2,4,8,1,9,10,7,3,7,11,1,8,4,7,4,9,1,4,8,5
27,1,1,11,2,5,6,6,9,0,6,3,2,4,0,11,5,2,4,8,1,9,10,7,3,7,11,1,8,4,7,4,9,1,4,8,5
28,7,1,10,2,5,6,1,9,4,6,3,2,7,0,7,5,2,4,9,1,2,10,7,3,0,11,3,8,4,7,0,9,6,4,8,5
29,7,1,10,2,5,6,1,9,4,6,3,2,7,0,7,5,2,4,9,1,2,10,7,3,0,11,3,8,4,7,0,9,6,4,8,5
30,3,1,4,2,5,6,3,9,10,6,3,2,1,0,6,5,2,4,6,1,8,10,7,3,4,11,5,8,4,7,7,9,7,4,8,5
31,3,1,4,2,5,6,3,9,10,6,3,2,1,0,6,5,2,4,6,1,8,10,7,3,4,11,5,8,4,7,7,9,7,4,8,5
