,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
1886,0,7,8,10,8,9,9,8,7,4,3,1,0,10,3,7,6,9,0,5,4,2,2,11,9,6,2,3,3,0,8,3,10,6,5,0
8441,4,1,0,7,6,9,2,9,11,8,5,1,3,0,1,10,2,9,2,1,0,5,4,11,6,11,9,6,2,0,5,9,11,3,8,0
1339,1,2,11,6,8,0,6,6,0,2,3,11,4,5,11,4,6,1,8,10,9,3,2,0,7,8,1,7,3,9,4,4,1,5,5,11
13292,7,3,7,8,6,7,1,5,8,7,5,8,7,8,10,3,2,10,9,6,5,4,4,5,0,10,6,2,2,6,0,2,3,10,8,3
10897,7,11,10,10,0,9,1,0,4,4,9,1,7,11,7,7,1,9,9,9,2,2,0,11,0,1,3,3,8,0,0,1,6,6,9,0
11890,4,2,0,1,7,8,2,6,11,9,1,7,3,5,1,0,7,3,2,10,0,1,9,4,6,8,9,11,0,2,5,4,11,9,0,10
3623,9,8,2,7,3,9,0,7,6,8,8,1,9,3,5,10,5,9,7,4,10,5,6,11,1,2,8,6,4,0,1,10,4,3,6,0
6749,2,10,0,4,8,5,5,4,11,10,3,3,6,7,1,6,6,2,5,2,0,8,2,7,8,3,9,5,3,4,2,6,11,7,5,8
3595,4,10,0,3,3,0,2,4,11,5,8,11,3,7,1,8,5,1,2,2,0,6,6,0,6,3,9,10,4,9,5,6,11,2,6,11
1501,6,2,7,7,8,8,7,6,8,8,3,7,2,5,10,10,6,3,3,10,5,5,2,4,2,8,6,6,3,2,9,4,3,3,5,10
11416,5,8,9,8,0,1,8,7,1,7,9,9,8,3,9,3,1,0,4,4,11,4,0,1,5,2,0,2,8,11,3,10,0,10,9,9
2788,7,10,10,8,5,1,1,4,4,7,6,9,7,7,7,3,8,0,9,2,2,4,5,1,0,3,3,2,5,11,0,6,6,10,2,9
4501,5,4,8,8,9,7,8,10,7,7,0,8,8,6,3,3,9,10,4,8,4,4,7,5,5,5,2,2,1,6,3,7,10,10,1,3
9270,6,1,1,8,3,7,7,9,9,7,8,8,2,0,0,3,5,10,3,1,1,4,6,5,2,11,11,2,4,6,9,9,9,10,6,3
9221,2,8,10,8,3,7,5,7,4,7,8,8,6,3,7,3,5,10,5,4,2,4,6,5,8,2,3,2,4,6,2,10,6,10,6,3
9940,0,8,8,6,2,0,9,7,7,2,4,11,0,3,3,4,4,1,0,4,4,3,8,0,9,2,2,7,7,9,8,10,10,5,3,11
11737,2,2,10,3,7,0,5,6,4,5,1,11,6,5,7,8,7,1,5,10,2,6,9,0,8,8,3,10,0,9,2,4,6,2,0,11
9740,9,8,5,1,2,4,0,7,3,9,4,10,9,3,2,0,4,6,7,4,7,1,8,8,1,2,4,11,7,5,1,10,8,9,3,7
10241,9,2,5,11,2,2,0,6,3,0,4,6,9,5,2,11,4,5,7,10,7,9,8,10,1,8,4,1,7,8,1,4,8,1,3,4
5768,0,11,8,7,0,8,9,0,7,8,9,7,0,11,3,10,1,3,0,9,4,5,0,4,9,1,2,6,8,2,8,1,10,3,9,10
9594,3,5,4,9,2,7,3,3,10,1,4,8,1,2,6,9,4,10,6,7,8,11,8,5,4,4,5,0,7,6,7,8,7,0,3,3
11052,2,4,0,4,0,5,5,10,11,10,9,3,6,6,1,6,1,2,5,8,0,8,0,7,8,5,9,5,8,4,2,7,11,7,9,8
12119,5,2,8,6,7,2,8,6,7,2,1,6,8,5,3,4,7,5,4,10,4,3,9,10,5,8,2,7,0,8,3,4,10,5,0,4
4401,4,3,2,0,5,3,2,5,6,11,6,5,3,8,5,1,8,8,2,6,10,0,5,6,6,10,8,9,5,10,5,2,4,11,2,2
5379,3,1,4,9,0,7,3,9,10,1,9,8,1,0,6,9,1,10,6,1,8,11,0,5,4,11,5,0,8,6,7,9,7,0,9,3
10135,9,11,5,1,2,4,0,0,3,9,4,10,9,11,2,0,4,6,7,9,7,1,8,8,1,1,4,11,7,5,1,1,8,9,3,7
9910,7,6,10,6,2,0,1,2,4,2,4,11,7,4,7,4,4,1,9,3,2,3,8,0,0,7,3,7,7,9,0,5,6,5,3,11
12776,4,4,0,10,6,3,2,10,11,4,5,5,3,6,1,7,2,8,2,8,0,2,4,6,6,5,9,3,2,10,5,7,11,6,8,2
12055,2,3,10,5,7,4,5,5,4,3,1,10,6,8,7,2,7,6,5,6,2,7,9,8,8,10,3,4,0,5,2,2,6,8,0,7
6508,3,9,11,0,9,6,3,1,0,11,0,2,1,9,11,1,9,4,6,11,9,0,7,3,4,0,1,9,1,7,7,0,1,11,1,5
9880,5,4,9,6,2,0,8,10,1,2,4,11,8,6,9,4,4,1,4,8,11,3,8,0,5,5,0,7,7,9,3,7,0,5,3,11
