,time,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1733693140083828000,3,9,5,7,9,9,10,1,3,8,1,1,5,9,2,10,9,9,7,11,7,5,11,11,5,0,4,6,0,0,7,0,8,3,0,0
1,1733779540083828000,3,5,5,7,9,9,10,3,3,8,1,1,5,2,2,10,9,9,7,7,7,5,11,11,5,4,4,6,0,0,7,8,8,3,0,0
2,1733865940083828000,3,3,5,7,9,9,10,5,3,8,1,1,5,8,2,10,9,9,7,6,7,5,11,11,5,10,4,6,0,0,7,2,8,3,0,0
3,1733952340083828000,3,1,5,7,9,9,10,9,3,8,1,1,5,0,2,10,9,9,7,1,7,5,11,11,5,11,4,6,0,0,7,9,8,3,0,0
4,1734038740083828000,3,6,5,7,9,9,10,2,3,8,1,1,5,4,2,10,9,9,7,3,7,5,11,11,5,7,4,6,0,0,7,5,8,3,0,0
5,1734297940083828000,3,10,5,7,9,9,10,4,3,8,1,1,5,7,2,10,9,9,7,2,7,5,11,11,5,3,4,6,0,0,7,6,8,3,0,0
6,1734384340083828000,3,4,5,7,9,9,10,10,3,8,1,1,5,6,2,10,9,9,7,8,7,5,11,11,5,5,4,6,0,0,7,7,8,3,0,0
7,1734470740083828000,3,0,5,7,9,9,10,11,3,8,1,1,5,1,2,10,9,9,7,0,7,5,11,11,5,9,4,6,0,0,7,11,8,3,0,0
8,1734557140083828000,3,8,5,7,9,9,10,7,3,8,1,1,5,3,2,10,9,9,7,4,7,5,11,11,5,2,4,6,0,0,7,10,8,3,0,0
9,1734643540083828000,3,2,5,7,9,9,10,6,3,8,1,1,5,5,2,10,9,9,7,10,7,5,11,11,5,8,4,6,0,0,7,4,8,3,0,0
10,1734902740083828000,3,3,5,4,9,1,10,5,3,10,1,9,5,8,2,6,9,0,7,6,7,8,11,1,5,10,4,5,0,11,7,2,8,7,0,9
11,1734989140083828000,3,1,5,4,9,1,10,9,3,10,1,9,5,0,2,6,9,0,7,1,7,8,11,1,5,11,4,5,0,11,7,9,8,7,0,9
12,1735075540083828000,3,6,5,4,9,1,10,2,3,10,1,9,5,4,2,6,9,0,7,3,7,8,11,1,5,7,4,5,0,11,7,5,8,7,0,9
13,1735161940083828000,3,7,5,4,9,1,10,8,3,10,1,9,5,10,2,6,9,0,7,5,7,8,11,1,5,6,4,5,0,11,7,3,8,7,0,9
14,1735248340083828000,3,11,5,4,9,1,10,0,3,10,1,9,5,11,2,6,9,0,7,9,7,8,11,1,5,1,4,5,0,11,7,1,8,7,0,9
15,1735507540083828000,3,0,5,4,9,1,10,11,3,10,1,9,5,1,2,6,9,0,7,0,7,8,11,1,5,9,4,5,0,11,7,11,8,7,0,9
16,1735593940083828000,3,8,5,4,9,1,10,7,3,10,1,9,5,3,2,6,9,0,7,4,7,8,11,1,5,2,4,5,0,11,7,10,8,7,0,9
17,1735680340083828000,3,2,5,4,9,1,10,6,3,10,1,9,5,5,2,6,9,0,7,10,7,8,11,1,5,8,4,5,0,11,7,4,8,7,0,9
18,1735766740083828000,3,9,5,4,9,1,10,1,3,10,1,9,5,9,2,6,9,0,7,11,7,8,11,1,5,0,4,5,0,11,7,0,8,7,0,9
19,1735853140083828000,3,5,5,4,9,1,10,3,3,10,1,9,5,2,2,6,9,0,7,7,7,8,11,1,5,4,4,5,0,11,7,8,8,7,0,9
20,1736112340083828000,3,6,5,11,9,5,10,2,3,0,1,3,5,4,2,11,9,2,7,3,7,9,11,7,5,7,4,1,0,4,7,5,8,1,0,8
21,1736198740083828000,3,7,5,11,9,5,10,8,3,0,1,3,5,10,2,11,9,2,7,5,7,9,11,7,5,6,4,1,0,4,7,3,8,1,0,8
22,1736285140083828000,3,11,5,11,9,5,10,0,3,0,1,3,5,11,2,11,9,2,7,9,7,9,11,7,5,1,4,1,0,4,7,1,8,1,0,8
23,1736371540083828000,3,10,5,11,9,5,10,4,3,0,1,3,5,7,2,11,9,2,7,2,7,9,11,7,5,3,4,1,0,4,7,6,8,1,0,8
24,1736457940083828000,3,4,5,11,9,5,10,10,3,0,1,3,5,6,2,11,9,2,7,8,7,9,11,7,5,5,4,1,0,4,7,7,8,1,0,8
25,1736717140083828000,3,2,5,11,9,5,10,6,3,0,1,3,5,5,2,11,9,2,7,10,7,9,11,7,5,8,4,1,0,4,7,4,8,1,0,8
26,1736803540083828000,3,9,5,11,9,5,10,1,3,0,1,3,5,9,2,11,9,2,7,11,7,9,11,7,5,0,4,1,0,4,7,0,8,1,0,8
27,1736889940083828000,3,5,5,11,9,5,10,3,3,0,1,3,5,2,2,11,9,2,7,7,7,9,11,7,5,4,4,1,0,4,7,8,8,1,0,8
28,1736976340083828000,3,3,5,11,9,5,10,5,3,0,1,3,5,8,2,11,9,2,7,6,7,9,11,7,5,10,4,1,0,4,7,2,8,1,0,8
29,1737062740083828000,3,1,5,11,9,5,10,9,3,0,1,3,5,0,2,11,9,2,7,1,7,9,11,7,5,11,4,1,0,4,7,9,8,1,0,8
30,1737321940083828000,3,11,1,0,0,3,10,0,9,11,11,5,5,11,0,1,1,8,7,9,1,0,0,6,5,1,11,9,9,10,7,1,9,11,11,2
31,1737408340083828000,3,10,1,0,0,3,10,4,9,11,11,5,5,7,0,1,1,8,7,2,1,0,0,6,5,3,11,9,9,10,7,6,9,11,11,2
32,1737494740083828000,3,4,1,0,0,3,10,10,9,11,11,5,5,6,0,1,1,8,7,8,1,0,0,6,5,5,11,9,9,10,7,7,9,11,11,2
33,1737581140083828000,3,0,1,0,0,3,10,11,9,11,11,5,5,1,0,1,1,8,7,0,1,0,0,6,5,9,11,9,9,10,7,11,9,11,11,2
34,1737667540083828000,3,8,1,0,0,3,10,7,9,11,11,5,5,3,0,1,1,8,7,4,1,0,0,6,5,2,11,9,9,10,7,10,9,11,11,2
35,1737926740083828000,3,5,1,0,0,3,10,3,9,11,11,5,5,2,0,1,1,8,7,7,1,0,0,6,5,4,11,9,9,10,7,8,9,11,11,2
36,1738013140083828000,3,3,1,0,0,3,10,5,9,11,11,5,5,8,0,1,1,8,7,6,1,0,0,6,5,10,11,9,9,10,7,2,9,11,11,2
37,1738099540083828000,3,1,5,0,8,6,10,9,3,11,7,2,5,0,2,1,3,4,7,1,7,0,4,3,5,11,4,9,2,7,7,9,8,11,10,5
38,1738185940083828000,3,6,5,0,8,6,10,2,3,11,7,2,5,4,2,1,3,4,7,3,7,0,4,3,5,7,4,9,2,7,7,5,8,11,10,5
39,1738272340083828000,3,7,5,0,8,6,10,8,3,11,7,2,5,10,2,1,3,4,7,5,7,0,4,3,5,6,4,9,2,7,7,3,8,11,10,5
40,1738531540083828000,3,4,5,0,8,6,10,10,3,11,7,2,5,6,2,1,3,4,7,8,7,0,4,3,5,5,4,9,2,7,7,7,8,11,10,5
41,1738617940083828000,3,0,5,10,8,3,10,11,3,4,7,5,5,1,2,7,3,8,7,0,7,2,4,6,5,9,4,3,2,10,7,11,8,6,10,2
42,1738704340083828000,3,8,5,10,8,3,10,7,3,4,7,5,5,3,2,7,3,8,7,4,7,2,4,6,5,2,4,3,2,10,7,10,8,6,10,2
43,1738790740083828000,3,2,5,10,8,3,10,6,3,4,7,5,5,5,2,7,3,8,7,10,7,2,4,6,5,8,4,3,2,10,7,4,8,6,10,2
44,1738877140083828000,3,9,5,10,8,3,10,1,3,4,7,5,5,9,2,7,3,8,7,11,7,2,4,6,5,0,4,3,2,10,7,0,8,6,10,2
45,1739136340083828000,3,1,5,10,8,3,10,9,3,4,7,5,5,0,2,7,3,8,7,1,7,2,4,6,5,11,4,3,2,10,7,9,8,6,10,2
46,1739222740083828000,3,6,5,10,8,3,10,2,3,4,7,5,5,4,2,7,3,8,7,3,7,2,4,6,5,7,4,3,2,10,7,5,8,6,10,2
47,1739309140083828000,3,7,5,10,8,3,10,8,3,4,7,5,5,10,2,7,3,8,7,5,7,2,4,6,5,6,4,3,2,10,7,3,8,6,10,2
48,1739395540083828000,3,11,5,10,8,3,10,0,3,4,7,5,5,11,2,7,3,8,7,9,7,2,4,6,5,1,4,3,2,10,7,1,8,6,10,2
49,1739481940083828000,3,10,5,10,8,3,10,4,3,4,7,5,5,7,2,7,3,8,7,2,7,2,4,6,5,3,4,3,2,10,7,6,8,6,10,2
50,1739741140083828000,3,8,5,10,8,3,10,7,3,4,7,5,5,3,2,7,3,8,7,4,7,2,4,6,5,2,4,3,2,10,7,10,8,6,10,2
51,1739827540083828000,3,2,5,10,8,3,10,6,3,4,7,5,5,5,2,7,3,8,7,10,7,2,4,6,5,8,4,3,2,10,7,4,8,6,10,2
52,1739913940083828000,3,9,5,8,8,7,10,1,3,7,7,8,5,9,2,3,3,10,7,11,7,4,4,5,5,0,4,2,2,6,7,0,8,10,10,3
53,1740000340083828000,3,5,5,8,8,7,10,3,3,7,7,8,5,2,2,3,3,10,7,7,7,4,4,5,5,4,4,2,2,6,7,8,8,10,10,3
54,1740086740083828000,3,3,5,8,8,7,10,5,3,7,7,8,5,8,2,3,3,10,7,6,7,4,4,5,5,10,4,2,2,6,7,2,8,10,10,3
55,1740345940083828000,3,7,5,8,8,7,10,8,3,7,7,8,5,10,2,3,3,10,7,5,7,4,4,5,5,6,4,2,2,6,7,3,8,10,10,3
56,1740432340083828000,3,11,5,8,8,7,10,0,3,7,7,8,5,11,2,3,3,10,7,9,7,4,4,5,5,1,4,2,2,6,7,1,8,10,10,3
57,1740518740083828000,3,10,5,8,8,7,10,4,3,7,7,8,5,7,2,3,3,10,7,2,7,4,4,5,5,3,4,2,2,6,7,6,8,10,10,3
58,1740605140083828000,3,4,5,8,8,7,10,10,3,7,7,8,5,6,2,3,3,10,7,8,7,4,4,5,5,5,4,2,2,6,7,7,8,10,10,3
59,1740691540083828000,3,0,5,8,8,7,10,11,3,7,7,8,5,1,2,3,3,10,7,0,7,4,4,5,5,9,4,2,2,6,7,11,8,10,10,3
60,1740950740083828000,3,9,5,8,8,7,10,1,3,7,7,8,5,9,2,3,3,10,7,11,7,4,4,5,5,0,4,2,2,6,7,0,8,10,10,3
61,1741037140083828000,3,5,5,8,8,7,10,3,3,7,7,8,5,2,2,3,3,10,7,7,7,4,4,5,5,4,4,2,2,6,7,8,8,10,10,3
62,1741123540083828000,3,3,5,8,8,7,10,5,3,7,7,8,5,8,2,3,3,10,7,6,7,4,4,5,5,10,4,2,2,6,7,2,8,10,10,3
63,1741209940083828000,3,1,5,4,8,1,10,9,3,10,7,9,5,0,2,6,3,0,7,1,7,8,4,1,5,11,4,5,2,11,7,9,8,7,10,9
64,1741296340083828000,3,6,5,4,8,1,10,2,3,10,7,9,5,4,2,6,3,0,7,3,7,8,4,1,5,7,4,5,2,11,7,5,8,7,10,9
65,1741555540083828000,3,10,5,4,8,1,10,4,3,10,7,9,5,7,2,6,3,0,7,2,7,8,4,1,5,3,4,5,2,11,7,6,8,7,10,9
66,1741641940083828000,3,4,5,4,8,1,10,10,3,10,7,9,5,6,2,6,3,0,7,8,7,8,4,1,5,5,4,5,2,11,7,7,8,7,10,9
67,1741728340083828000,3,0,5,4,8,1,10,11,3,10,7,9,5,1,2,6,3,0,7,0,7,8,4,1,5,9,4,5,2,11,7,11,8,7,10,9
68,1741814740083828000,3,8,5,4,8,1,10,7,3,10,7,9,5,3,2,6,3,0,7,4,7,8,4,1,5,2,4,5,2,11,7,10,8,7,10,9
69,1741901140083828000,3,2,5,4,8,1,10,6,3,10,7,9,5,5,2,6,3,0,7,10,7,8,4,1,5,8,4,5,2,11,7,4,8,7,10,9
70,1742160340083828000,3,3,5,4,8,1,10,5,3,10,7,9,5,8,2,6,3,0,7,6,7,8,4,1,5,10,4,5,2,11,7,2,8,7,10,9
71,1742246740083828000,3,1,5,4,8,1,10,9,3,10,7,9,5,0,2,6,3,0,7,1,7,8,4,1,5,11,4,5,2,11,7,9,8,7,10,9
72,1742333140083828000,3,6,5,4,8,1,10,2,3,10,7,9,5,4,2,6,3,0,7,3,7,8,4,1,5,7,4,5,2,11,7,5,8,7,10,9
73,1742419540083828000,3,7,5,4,8,1,10,8,3,10,7,9,5,10,2,6,3,0,7,5,7,8,4,1,5,6,4,5,2,11,7,3,8,7,10,9
74,1742505940083828000,3,11,5,2,8,11,10,0,3,6,7,0,5,11,2,5,3,11,7,9,7,10,4,9,5,1,4,8,2,1,7,1,8,4,10,1
75,1742765140083828000,3,0,5,2,8,11,10,11,3,6,7,0,5,1,2,5,3,11,7,0,7,10,4,9,5,9,4,8,2,1,7,11,8,4,10,1
76,1742851540083828000,3,8,5,2,8,11,10,7,3,6,7,0,5,3,2,5,3,11,7,4,7,10,4,9,5,2,4,8,2,1,7,10,8,4,10,1
