,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,6,0,1,5,8,4,7,11,9,3,7,10,2,1,0,2,3,6,3,0,1,7,4,8,2,9,11,4,2,5,9,11,9,8,10,7
1,6,0,1,5,8,4,7,11,9,3,7,10,2,1,0,2,3,6,3,0,1,7,4,8,2,9,11,4,2,5,9,11,9,8,10,7
2,1,9,6,5,8,4,6,1,2,3,7,10,4,9,4,2,3,6,8,11,3,7,4,8,7,0,7,4,2,5,4,0,5,8,10,7
3,1,9,6,5,8,4,6,1,2,3,7,10,4,9,4,2,3,6,8,11,3,7,4,8,7,0,7,4,2,5,4,0,5,8,10,7
4,7,9,7,5,8,4,1,1,8,3,7,10,7,9,10,2,3,6,9,11,5,7,4,8,0,0,6,4,2,5,0,0,3,8,10,7
5,7,9,7,5,8,4,1,1,8,3,7,10,7,9,10,2,3,6,9,11,5,7,4,8,0,0,6,4,2,5,0,0,3,8,10,7
6,3,9,11,5,8,4,3,1,0,3,7,10,1,9,11,2,3,6,6,11,9,7,4,8,4,0,1,4,2,5,7,0,1,8,10,7
7,3,9,11,5,8,4,3,1,0,3,7,10,1,9,11,2,3,6,6,11,9,7,4,8,4,0,1,4,2,5,7,0,1,8,10,7
8,6,8,1,5,8,4,7,7,9,3,7,10,2,3,0,2,3,6,3,4,1,7,4,8,2,2,11,4,2,5,9,10,9,8,10,7
9,6,8,1,5,8,4,7,7,9,3,7,10,2,3,0,2,3,6,3,4,1,7,4,8,2,2,11,4,2,5,9,10,9,8,10,7
10,1,5,6,5,8,4,6,3,2,3,7,10,4,2,4,2,3,6,8,7,3,7,4,8,7,4,7,4,2,5,4,8,5,8,10,7
11,1,5,6,5,8,4,6,3,2,3,7,10,4,2,4,2,3,6,8,7,3,7,4,8,7,4,7,4,2,5,4,8,5,8,10,7
12,7,5,7,5,8,4,1,3,8,3,7,10,7,2,10,2,3,6,9,7,5,7,4,8,0,4,6,4,2,5,0,8,3,8,10,7
13,7,5,7,5,8,4,1,3,8,3,7,10,7,2,10,2,3,6,9,7,5,7,4,8,0,4,6,4,2,5,0,8,3,8,10,7
14,3,5,11,5,8,4,3,3,0,3,7,10,1,2,11,2,3,6,6,7,9,7,4,8,4,4,1,4,2,5,7,8,1,8,10,7
15,3,5,11,5,8,4,3,3,0,3,7,10,1,2,11,2,3,6,6,7,9,7,4,8,4,4,1,4,2,5,7,8,1,8,10,7
16,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
17,6,2,7,2,5,6,7,6,8,6,3,2,2,5,10,5,2,4,3,10,5,10,7,3,2,8,6,8,4,7,9,4,3,4,8,5
18,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
19,1,3,11,2,5,6,6,5,0,6,3,2,4,8,11,5,2,4,8,6,9,10,7,3,7,10,1,8,4,7,4,2,1,4,8,5
20,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
21,7,3,10,2,5,6,1,5,4,6,3,2,7,8,7,5,2,4,9,6,2,10,7,3,0,10,3,8,4,7,0,2,6,4,8,5
22,3,3,4,2,5,6,3,5,10,6,3,2,1,8,6,5,2,4,6,6,8,10,7,3,4,10,5,8,4,7,7,2,7,4,8,5
23,3,3,4,2,5,6,3,5,10,6,3,2,1,8,6,5,2,4,6,6,8,10,7,3,4,10,5,8,4,7,7,2,7,4,8,5
24,6,3,7,2,5,6,7,5,8,6,3,2,2,8,10,5,2,4,3,6,5,10,7,3,2,10,6,8,4,7,9,2,3,4,8,5
25,6,3,7,2,5,6,7,5,8,6,3,2,2,8,10,5,2,4,3,6,5,10,7,3,2,10,6,8,4,7,9,2,3,4,8,5
26,1,7,11,2,5,6,6,8,0,6,3,2,4,10,11,5,2,4,8,5,9,10,7,3,7,6,1,8,4,7,4,3,1,4,8,5
27,1,7,11,2,5,6,6,8,0,6,3,2,4,10,11,5,2,4,8,5,9,10,7,3,7,6,1,8,4,7,4,3,1,4,8,5
28,7,7,10,2,5,6,1,8,4,6,3,2,7,10,7,5,2,4,9,5,2,10,7,3,0,6,3,8,4,7,0,3,6,4,8,5
29,7,7,10,2,5,6,1,8,4,6,3,2,7,10,7,5,2,4,9,5,2,10,7,3,0,6,3,8,4,7,0,3,6,4,8,5
30,3,7,4,2,5,6,3,8,10,6,3,2,1,10,6,5,2,4,6,5,8,10,7,3,4,6,5,8,4,7,7,3,7,4,8,5
31,3,7,4,2,5,6,3,8,10,6,3,2,1,10,6,5,2,4,6,5,8,10,7,3,4,6,5,8,4,7,7,3,7,4,8,5
32,6,1,7,2,5,6,7,9,8,6,3,2,2,0,10,5,2,4,3,1,5,10,7,3,2,11,6,8,4,7,9,9,3,4,8,5
33,6,1,7,2,5,6,7,9,8,6,3,2,2,0,10,5,2,4,3,1,5,10,7,3,2,11,6,8,4,7,9,9,3,4,8,5
34,1,11,11,2,5,6,6,0,0,6,3,2,4,11,11,5,2,4,8,9,9,10,7,3,7,1,1,8,4,7,4,1,1,4,8,5
35,1,11,11,2,5,6,6,0,0,6,3,2,4,11,11,5,2,4,8,9,9,10,7,3,7,1,1,8,4,7,4,1,1,4,8,5
36,7,11,10,2,5,6,1,0,4,6,3,2,7,11,7,5,2,4,9,9,2,10,7,3,0,1,3,8,4,7,0,1,6,4,8,5
37,7,11,10,2,5,6,1,0,4,6,3,2,7,11,7,5,2,4,9,9,2,10,7,3,0,1,3,8,4,7,0,1,6,4,8,5
38,3,11,4,2,5,6,3,0,10,6,3,2,1,11,6,5,2,4,6,9,8,10,7,3,4,1,5,8,4,7,7,1,7,4,8,5
39,3,11,4,2,5,6,3,0,10,6,3,2,1,11,6,5,2,4,6,9,8,10,7,3,4,1,5,8,4,7,7,1,7,4,8,5
40,6,6,7,2,5,6,7,2,8,6,3,2,2,4,10,5,2,4,3,3,5,10,7,3,2,7,6,8,4,7,9,5,3,4,8,5
41,6,6,7,2,5,6,7,2,8,6,3,2,2,4,10,5,2,4,3,3,5,10,7,3,2,7,6,8,4,7,9,5,3,4,8,5
42,1,10,11,2,5,6,6,4,0,6,3,2,4,7,11,5,2,4,8,2,9,10,7,3,7,3,1,8,4,7,4,6,1,4,8,5
43,1,10,11,2,5,6,6,4,0,6,3,2,4,7,11,5,2,4,8,2,9,10,7,3,7,3,1,8,4,7,4,6,1,4,8,5
44,7,10,10,2,5,6,1,4,4,6,3,2,7,7,7,5,2,4,9,2,2,10,7,3,0,3,3,8,4,7,0,6,6,4,8,5
45,7,10,10,2,5,6,1,4,4,6,3,2,7,7,7,5,2,4,9,2,2,10,7,3,0,3,3,8,4,7,0,6,6,4,8,5
46,3,10,4,2,5,6,3,4,10,6,3,2,1,7,6,5,2,4,6,2,8,10,7,3,4,3,5,8,4,7,7,6,7,4,8,5
