,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
10435,6,10,7,10,2,9,7,4,8,4,4,1,2,7,10,7,4,9,3,2,5,2,8,11,2,3,6,3,7,0,9,6,3,6,3,0
3704,6,5,1,1,3,8,7,3,9,9,8,7,2,2,0,0,5,3,3,7,1,1,6,4,2,4,11,11,4,2,9,8,9,9,6,10
12988,5,6,8,4,6,1,8,2,7,10,5,9,8,4,3,6,2,0,4,3,4,8,4,1,5,7,2,5,2,11,3,5,10,7,8,9
9664,7,9,10,9,2,7,1,1,4,1,4,8,7,9,7,9,4,10,9,11,2,11,8,5,0,0,3,0,7,6,0,0,6,0,3,3
6472,7,11,7,0,9,6,1,0,8,11,0,2,7,11,10,1,9,4,9,9,5,0,7,3,0,1,6,9,1,7,0,1,3,11,1,5
9232,4,2,0,8,3,7,2,6,11,7,8,8,3,5,1,3,5,10,2,10,0,4,6,5,6,8,9,2,4,6,5,4,11,10,6,3
6896,7,0,10,0,8,3,1,11,4,11,3,5,7,1,7,1,6,8,9,0,2,0,2,6,0,9,3,9,3,10,0,11,6,11,5,2
8191,7,2,7,6,6,2,1,6,8,2,5,6,7,5,10,4,2,5,9,10,5,3,4,10,0,8,6,7,2,8,0,4,3,5,8,4
10854,4,4,0,10,3,3,2,10,11,4,8,5,3,6,1,7,5,8,2,8,0,2,6,6,6,5,9,3,4,10,5,7,11,6,6,2
12807,7,3,7,10,6,3,1,5,8,4,5,5,7,8,10,7,2,8,9,6,5,2,4,6,0,10,6,3,2,10,0,2,3,6,8,2
10719,3,2,4,11,2,2,3,6,10,0,4,6,1,5,6,11,4,5,6,10,8,9,8,10,4,8,5,1,7,8,7,4,7,1,3,4
1472,4,4,2,7,8,8,2,10,6,8,3,7,3,6,5,10,6,3,2,8,10,5,2,4,6,5,8,6,3,2,5,7,4,3,5,10
4679,6,9,1,2,9,11,7,1,9,6,0,0,2,9,0,5,9,11,3,11,1,10,7,9,2,0,11,8,1,1,9,0,9,4,1,1
5562,1,4,11,5,0,11,6,10,0,3,9,0,4,6,11,2,1,11,8,8,9,7,0,9,7,5,1,4,8,1,4,7,1,8,9,1
10182,7,6,10,1,2,4,1,2,4,9,4,10,7,4,7,0,4,6,9,3,2,1,8,8,0,7,3,11,7,5,0,5,6,9,3,7
13025,6,8,1,2,6,11,7,7,9,6,5,0,2,3,0,5,2,11,3,4,1,10,4,9,2,2,11,8,2,1,9,10,9,4,8,1
10295,1,9,11,11,2,2,6,1,0,0,4,6,4,9,11,11,4,5,8,11,9,9,8,10,7,0,1,1,7,8,4,0,1,1,3,4
