,time,Open,High,Low,Close,Volume,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
1,2023-11-01 09:00:00+08:00,116.588,118.538,110.457,113.307,6625,HSI,^HSI,9537586283206502797,2025-06-02 10:07:31.214458+08:00,丁巳,癸亥,戊午,壬子,丁丑,戊午,癸亥,壬午,丁巳,癸子,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,9,2,4,True,False,False,False,False,False,305,44,丁,巳,0.951057,-0.309017,0.5,-0.866025,癸,亥,-0.587785,0.809017,-0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,壬,子,-0.951057,0.309017,0,1,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,沐浴,長生,養,病,病,胎,帝旺,臨官,冠帶,絕,絕,臨官,絕,胎,養,帝旺,帝旺,沐浴,死,病,衰,長生,長生,帝旺,胎,絕,墓庫,臨官,臨官,長生,病,死,墓庫,沐浴,沐浴
2,2023-11-01 10:00:00+08:00,192.315,195.554,191.642,191.708,6039,HSI,^HSI,18395890426675821759,2025-06-02 10:07:31.214458+08:00,丁巳,癸亥,戊午,壬子,丁丑,戊午,癸亥,壬午,甲申,癸子,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,10,2,4,True,False,False,False,False,False,305,44,丁,巳,0.951057,-0.309017,0.5,-0.866025,癸,亥,-0.587785,0.809017,-0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,壬,子,-0.951057,0.309017,0,1,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,沐浴,長生,養,病,病,胎,帝旺,臨官,冠帶,絕,絕,臨官,絕,胎,養,帝旺,帝旺,沐浴,死,病,衰,長生,長生,帝旺,胎,絕,墓庫,臨官,臨官,長生,病,死,墓庫,沐浴,沐浴
3,2023-11-01 11:00:00+08:00,167.676,168.581,166.801,167.179,1449,HSI,^HSI,4429558457697131639,2025-06-02 10:07:31.214458+08:00,戊午,戊寅,癸酉,癸丑,丁丑,戊午,癸亥,壬午,戊午,癸丑,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,11,2,4,True,False,False,False,False,False,305,44,戊,午,0.587785,-0.809017,1.22465e-16,-1,戊,寅,0.587785,-0.809017,0.866025,0.5,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,癸,丑,-0.587785,0.809017,0.5,0.866025,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,病,胎,養,養,病,病,絕,沐浴,冠帶,冠帶,絕,絕,帝旺,長生,養,養,帝旺,帝旺,長生,帝旺,衰,衰,長生,長生,臨官,死,墓庫,墓庫,臨官,臨官,沐浴,絕,墓庫,墓庫,沐浴,沐浴
5,2023-11-01 13:00:00+08:00,148.156,157.368,147.744,152.487,6151,HSI,^HSI,1517633824343627412,2025-06-02 10:07:31.214458+08:00,己未,戊寅,癸酉,甲寅,丁丑,戊午,癸亥,壬午,己未,戊丑,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,13,2,4,True,False,False,False,False,False,305,44,己,未,1.22465e-16,-1,-0.5,-0.866025,戊,寅,0.587785,-0.809017,0.866025,0.5,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,甲,寅,0,1,0.866025,0.5,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,胎,胎,養,病,病,墓庫,沐浴,沐浴,冠帶,絕,絕,衰,長生,長生,養,帝旺,帝旺,養,帝旺,帝旺,衰,長生,長生,冠帶,死,死,墓庫,臨官,臨官,冠帶,絕,絕,墓庫,沐浴,沐浴
6,2023-11-01 14:00:00+08:00,102.324,104.483,98.4209,103.042,9342,HSI,^HSI,352650119322718745,2025-06-02 10:07:31.214458+08:00,己未,戊寅,癸酉,甲寅,丁丑,戊午,癸亥,壬午,丙戌,戊丑,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,14,2,4,True,False,False,False,False,False,305,44,己,未,1.22465e-16,-1,-0.5,-0.866025,戊,寅,0.587785,-0.809017,0.866025,0.5,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,甲,寅,0,1,0.866025,0.5,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,胎,胎,養,病,病,墓庫,沐浴,沐浴,冠帶,絕,絕,衰,長生,長生,養,帝旺,帝旺,養,帝旺,帝旺,衰,長生,長生,冠帶,死,死,墓庫,臨官,臨官,冠帶,絕,絕,墓庫,沐浴,沐浴
7,2023-11-01 15:00:00+08:00,136.923,139.029,129.139,131.731,1769,HSI,^HSI,12483538223904408764,2025-06-02 10:07:31.214458+08:00,庚申,戊寅,癸酉,乙卯,丁丑,戊午,癸亥,壬午,庚申,戊寅,乙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,1,15,2,4,True,False,False,False,False,False,305,44,庚,申,-0.587785,-0.809017,-0.866025,-0.5,戊,寅,0.587785,-0.809017,0.866025,0.5,癸,酉,-0.587785,0.809017,-1,-1.83697e-16,乙,卯,0.587785,0.809017,1,6.12323e-17,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,帝旺,胎,絕,養,病,病,死,沐浴,長生,冠帶,絕,絕,病,長生,沐浴,養,帝旺,帝旺,胎,帝旺,臨官,衰,長生,長生,沐浴,死,病,墓庫,臨官,臨官,臨官,絕,胎,墓庫,沐浴,沐浴
25,2023-11-02 09:00:00+08:00,107.344,110.445,104.684,106.27,4031,HSI,^HSI,1117473575190492918,2025-06-02 10:07:31.214458+08:00,己巳,甲子,己未,甲子,丁丑,戊午,癸亥,壬午,己巳,甲丑,丙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,2,9,3,4,False,False,False,False,False,False,306,44,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,己,未,1.22465e-16,-1,-0.5,-0.866025,甲,子,0,1,0,1,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,長生,長生,養,病,病,胎,臨官,臨官,冠帶,絕,絕,臨官,胎,胎,養,帝旺,帝旺,沐浴,病,病,衰,長生,長生,帝旺,絕,絕,墓庫,臨官,臨官,長生,死,死,墓庫,沐浴,沐浴
26,2023-11-02 10:00:00+08:00,172.239,179.979,165.423,175.521,2016,HSI,^HSI,2629222920922420131,2025-06-02 10:07:31.214458+08:00,己巳,甲子,己未,甲子,丁丑,戊午,癸亥,壬午,丙申,甲丑,丙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,2,10,3,4,False,False,False,False,False,False,306,44,己,巳,1.22465e-16,-1,0.5,-0.866025,甲,子,0,1,0,1,己,未,1.22465e-16,-1,-0.5,-0.866025,甲,子,0,1,0,1,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,死,長生,長生,養,病,病,胎,臨官,臨官,冠帶,絕,絕,臨官,胎,胎,養,帝旺,帝旺,沐浴,病,病,衰,長生,長生,帝旺,絕,絕,墓庫,臨官,臨官,長生,死,死,墓庫,沐浴,沐浴
27,2023-11-02 11:00:00+08:00,186.139,187.744,180.945,183.531,8329,HSI,^HSI,15704451844386719109,2025-06-02 10:07:31.214458+08:00,庚午,己卯,甲戌,乙丑,丁丑,戊午,癸亥,壬午,庚午,甲寅,丙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,2,11,3,4,False,False,False,False,False,False,306,44,庚,午,-0.587785,-0.809017,1.22465e-16,-1,己,卯,1.22465e-16,-1,1,6.12323e-17,甲,戌,0,1,-0.866025,0.5,乙,丑,0.587785,0.809017,0.5,0.866025,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,病,絕,養,養,病,病,絕,長生,冠帶,冠帶,絕,絕,帝旺,沐浴,養,養,帝旺,帝旺,長生,臨官,衰,衰,長生,長生,臨官,病,墓庫,墓庫,臨官,臨官,沐浴,胎,墓庫,墓庫,沐浴,沐浴
29,2023-11-02 13:00:00+08:00,164.176,166.632,157.843,159.393,9349,HSI,^HSI,14412716354374296926,2025-06-02 10:07:31.214458+08:00,辛未,己卯,甲戌,丙寅,丁丑,戊午,癸亥,壬午,辛未,己寅,丙丑,戊未,己酉,乙亥,癸卯,辛酉,庚午,丙寅,甲辰,戊申,2023,11,2,13,3,4,False,False,False,False,False,False,306,44,辛,未,-0.951057,-0.309017,-0.5,-0.866025,己,卯,1.22465e-16,-1,1,6.12323e-17,甲,戌,0,1,-0.866025,0.5,丙,寅,0.951057,0.309017,0.866025,0.5,丁,丑,0.951057,-0.309017,0.5,0.866025,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,亥,-0.587785,0.809017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,庚,午,-0.587785,-0.809017,1.22465e-16,-1,丙,寅,0.951057,0.309017,0.866025,0.5,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5,衰,絕,胎,養,病,病,墓庫,長生,沐浴,冠帶,絕,絕,衰,沐浴,長生,養,帝旺,帝旺,養,臨官,帝旺,衰,長生,長生,冠帶,病,死,墓庫,臨官,臨官,冠帶,胎,絕,墓庫,沐浴,沐浴
