,date,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
0,1733691230807477000,8,9,9,7,9,9,4,1,1,8,1,1,5,9,9,10,9,9,1,11,11,5,11,11,3,0,0,6,0,0,6,0,0,3,0,0
1,1733777630807477000,8,5,9,7,9,9,4,3,1,8,1,1,5,2,9,10,9,9,1,7,11,5,11,11,3,4,0,6,0,0,6,8,0,3,0,0
2,1733864030807477000,8,3,9,7,9,9,4,5,1,8,1,1,5,8,9,10,9,9,1,6,11,5,11,11,3,10,0,6,0,0,6,2,0,3,0,0
3,1733950430807477000,8,1,9,7,9,9,4,9,1,8,1,1,5,0,9,10,9,9,1,1,11,5,11,11,3,11,0,6,0,0,6,9,0,3,0,0
4,1734036830807477000,8,6,9,7,9,9,4,2,1,8,1,1,5,4,9,10,9,9,1,3,11,5,11,11,3,7,0,6,0,0,6,5,0,3,0,0
5,1734296030807477000,8,10,9,7,9,9,4,4,1,8,1,1,5,7,9,10,9,9,1,2,11,5,11,11,3,3,0,6,0,0,6,6,0,3,0,0
6,1734382430807477000,8,4,9,7,9,9,4,10,1,8,1,1,5,6,9,10,9,9,1,8,11,5,11,11,3,5,0,6,0,0,6,7,0,3,0,0
7,1734468830807477000,8,0,9,7,9,9,4,11,1,8,1,1,5,1,9,10,9,9,1,0,11,5,11,11,3,9,0,6,0,0,6,11,0,3,0,0
8,1734555230807477000,8,8,9,7,9,9,4,7,1,8,1,1,5,3,9,10,9,9,1,4,11,5,11,11,3,2,0,6,0,0,6,10,0,3,0,0
9,1734641630807477000,8,2,9,7,9,9,4,6,1,8,1,1,5,5,9,10,9,9,1,10,11,5,11,11,3,8,0,6,0,0,6,4,0,3,0,0
10,1734900830807477000,8,3,9,4,9,1,4,5,1,10,1,9,5,8,9,6,9,0,1,6,11,8,11,1,3,10,0,5,0,11,6,2,0,7,0,9
11,1734987230807477000,8,1,9,4,9,1,4,9,1,10,1,9,5,0,9,6,9,0,1,1,11,8,11,1,3,11,0,5,0,11,6,9,0,7,0,9
12,1735073630807477000,8,6,9,4,9,1,4,2,1,10,1,9,5,4,9,6,9,0,1,3,11,8,11,1,3,7,0,5,0,11,6,5,0,7,0,9
13,1735160030807477000,8,7,9,4,9,1,4,8,1,10,1,9,5,10,9,6,9,0,1,5,11,8,11,1,3,6,0,5,0,11,6,3,0,7,0,9
14,1735246430807477000,8,11,9,4,9,1,4,0,1,10,1,9,5,11,9,6,9,0,1,9,11,8,11,1,3,1,0,5,0,11,6,1,0,7,0,9
15,1735505630807477000,8,0,9,4,9,1,4,11,1,10,1,9,5,1,9,6,9,0,1,0,11,8,11,1,3,9,0,5,0,11,6,11,0,7,0,9
16,1735592030807477000,8,8,9,4,9,1,4,7,1,10,1,9,5,3,9,6,9,0,1,4,11,8,11,1,3,2,0,5,0,11,6,10,0,7,0,9
17,1735678430807477000,8,2,9,4,9,1,4,6,1,10,1,9,5,5,9,6,9,0,1,10,11,8,11,1,3,8,0,5,0,11,6,4,0,7,0,9
18,1735764830807477000,8,9,9,4,9,1,4,1,1,10,1,9,5,9,9,6,9,0,1,11,11,8,11,1,3,0,0,5,0,11,6,0,0,7,0,9
19,1735851230807477000,8,5,9,4,9,1,4,3,1,10,1,9,5,2,9,6,9,0,1,7,11,8,11,1,3,4,0,5,0,11,6,8,0,7,0,9
20,1736110430807477000,8,6,9,11,9,5,4,2,1,0,1,3,5,4,9,11,9,2,1,3,11,9,11,7,3,7,0,1,0,4,6,5,0,1,0,8
21,1736196830807477000,8,7,9,11,9,5,4,8,1,0,1,3,5,10,9,11,9,2,1,5,11,9,11,7,3,6,0,1,0,4,6,3,0,1,0,8
22,1736283230807477000,8,11,9,11,9,5,4,0,1,0,1,3,5,11,9,11,9,2,1,9,11,9,11,7,3,1,0,1,0,4,6,1,0,1,0,8
23,1736369630807477000,8,10,9,11,9,5,4,4,1,0,1,3,5,7,9,11,9,2,1,2,11,9,11,7,3,3,0,1,0,4,6,6,0,1,0,8
24,1736456030807477000,8,4,9,11,9,5,4,10,1,0,1,3,5,6,9,11,9,2,1,8,11,9,11,7,3,5,0,1,0,4,6,7,0,1,0,8
25,1736715230807477000,8,2,9,11,9,5,4,6,1,0,1,3,5,5,9,11,9,2,1,10,11,9,11,7,3,8,0,1,0,4,6,4,0,1,0,8
26,1736801630807477000,8,9,9,11,9,5,4,1,1,0,1,3,5,9,9,11,9,2,1,11,11,9,11,7,3,0,0,1,0,4,6,0,0,1,0,8
27,1736888030807477000,8,5,9,11,9,5,4,3,1,0,1,3,5,2,9,11,9,2,1,7,11,9,11,7,3,4,0,1,0,4,6,8,0,1,0,8
28,1736974430807477000,8,3,9,11,9,5,4,5,1,0,1,3,5,8,9,11,9,2,1,6,11,9,11,7,3,10,0,1,0,4,6,2,0,1,0,8
29,1737060830807477000,8,1,9,11,9,5,4,9,1,0,1,3,5,0,9,11,9,2,1,1,11,9,11,7,3,11,0,1,0,4,6,9,0,1,0,8
30,1737320030807477000,8,11,3,0,0,3,4,0,5,11,11,5,5,11,8,1,1,8,1,9,6,0,0,6,3,1,10,9,9,10,6,1,2,11,11,2
31,1737406430807477000,8,10,3,0,0,3,4,4,5,11,11,5,5,7,8,1,1,8,1,2,6,0,0,6,3,3,10,9,9,10,6,6,2,11,11,2
32,1737492830807477000,8,4,3,0,0,3,4,10,5,11,11,5,5,6,8,1,1,8,1,8,6,0,0,6,3,5,10,9,9,10,6,7,2,11,11,2
33,1737579230807477000,8,0,3,0,0,3,4,11,5,11,11,5,5,1,8,1,1,8,1,0,6,0,0,6,3,9,10,9,9,10,6,11,2,11,11,2
34,1737665630807477000,8,8,3,0,0,3,4,7,5,11,11,5,5,3,8,1,1,8,1,4,6,0,0,6,3,2,10,9,9,10,6,10,2,11,11,2
35,1737924830807477000,8,5,3,0,0,3,4,3,5,11,11,5,5,2,8,1,1,8,1,7,6,0,0,6,3,4,10,9,9,10,6,8,2,11,11,2
36,1738011230807477000,8,3,3,0,0,3,4,5,5,11,11,5,5,8,8,1,1,8,1,6,6,0,0,6,3,10,10,9,9,10,6,2,2,11,11,2
37,1738097630807477000,8,1,9,0,8,6,4,9,1,11,7,2,5,0,9,1,3,4,1,1,11,0,4,3,3,11,0,9,2,7,6,9,0,11,10,5
38,1738184030807477000,8,6,9,0,8,6,4,2,1,11,7,2,5,4,9,1,3,4,1,3,11,0,4,3,3,7,0,9,2,7,6,5,0,11,10,5
39,1738270430807477000,8,7,9,0,8,6,4,8,1,11,7,2,5,10,9,1,3,4,1,5,11,0,4,3,3,6,0,9,2,7,6,3,0,11,10,5
40,1738529630807477000,8,4,9,0,8,6,4,10,1,11,7,2,5,6,9,1,3,4,1,8,11,0,4,3,3,5,0,9,2,7,6,7,0,11,10,5
41,1738616030807477000,8,0,9,10,8,3,4,11,1,4,7,5,5,1,9,7,3,8,1,0,11,2,4,6,3,9,0,3,2,10,6,11,0,6,10,2
42,1738702430807477000,8,8,9,10,8,3,4,7,1,4,7,5,5,3,9,7,3,8,1,4,11,2,4,6,3,2,0,3,2,10,6,10,0,6,10,2
43,1738788830807477000,8,2,9,10,8,3,4,6,1,4,7,5,5,5,9,7,3,8,1,10,11,2,4,6,3,8,0,3,2,10,6,4,0,6,10,2
